Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Julian Chabot,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,3,1,9,1
Justin Diehl,VfB Stuttgart,GER-Bundesliga,2425,Suplente,1,0,0,0
Leonidas Stergiou,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,1,2,0,1
Luca Jaquez,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,0,0,0,0
Maximilian Mittelstädt,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,1,7,5,0
Nick Woltemade,VfB Stuttgart,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,12,2,3,1
Nikolas Nartey,VfB Stuttgart,GER-Bundesliga,2425,Suplente,0,0,0,0
Pascal Stenzel,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,0,0,0,0
Ramon Hendriks,VfB Stuttgart,GER-Bundesliga,2425,Defensa / Suplente,0,1,3,0
Yannik Keitel,VfB Stuttgart,GER-Bundesliga,2425,Centrocampista / Suplente,0,0,1,0
Amos Pieper,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,0,3,0
Anthony Jung,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,0,1,0
Derrick Köhn,Werder Bremen,GER-Bundesliga,2425,Defensa / Centrocampista / Suplente,2,2,2,0
Felix Agu,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,3,0,1,0
Issa Kabore,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,1,0,0
Jens Stage,Werder Bremen,GER-Bundesliga,2425,Centrocampista / Suplente,10,5,10,0
Julián Malatini,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,1,1,1,0
Justin Njinmah,Werder Bremen,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,3,2,1,0
Keke Maximilian Topp,Werder Bremen,GER-Bundesliga,2425,Delantero / Suplente,2,2,1,0
Leonardo Bittencourt,Werder Bremen,GER-Bundesliga,2425,Centrocampista / Suplente,2,1,3,0
Marco Friedl,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,0,9,2
Marco Grüll,Werder Bremen,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,6,1,1,0
Marvin Ducksch,Werder Bremen,GER-Bundesliga,2425,Delantero / Suplente,8,8,3,0
Michael Zetterer,Werder Bremen,GER-Bundesliga,2425,Portero,0,0,2,0
Milos Veljkovic,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,1,1,0
Mitchell Weiser,Werder Bremen,GER-Bundesliga,2425,Defensa / Centrocampista,5,8,7,1
Niklas Stark,Werder Bremen,GER-Bundesliga,2425,Defensa / Suplente,0,1,4,1
Oliver Burke,Werder Bremen,GER-Bundesliga,2425,Delantero / Suplente,5,0,4,0
Olivier Deman,Werder Bremen,GER-Bundesliga,2425,Suplente,0,0,1,0
Romano Schmid,Werder Bremen,GER-Bundesliga,2425,Centrocampista,5,4,3,0
Senne Lynen,Werder Bremen,GER-Bundesliga,2425,Centrocampista,0,1,9,0
Skelly Alvero,Werder Bremen,GER-Bundesliga,2425,Centrocampista / Suplente,0,0,1,0
Andreas Skov Olsen,Wolfsburg,GER-Bundesliga,2425,Defensa / Delantero / Centrocampista / Suplente,1,1,0,0
Aster Vranckx,Wolfsburg,GER-Bundesliga,2425,Centrocampista / Suplente,0,0,1,0
Bence Dárdai,Wolfsburg,GER-Bundesliga,2425,Centrocampista / Suplente,1,1,0,0
David Odogu,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,0,0,0,0
Denis Vavro,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,2,0,4,0
Jakub Kaminski,Wolfsburg,GER-Bundesliga,2425,Defensa / Centrocampista / Suplente,0,2,2,0
Joakim Maehle,Wolfsburg,GER-Bundesliga,2425,Defensa / Centrocampista / Suplente,3,4,6,0
Jonas Wind,Wolfsburg,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,9,3,2,0
Kamil Grabara,Wolfsburg,GER-Bundesliga,2425,Portero,0,0,2,0
Kevin Behrens,Wolfsburg,GER-Bundesliga,2425,Suplente,1,0,2,0
Kevin Paredes,Wolfsburg,GER-Bundesliga,2425,Defensa,0,1,1,0
Kilian Fischer,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,1,0,7,0
Konstantinos Koulierakis,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,0,2,4,0
Lovro Majer,Wolfsburg,GER-Bundesliga,2425,Centrocampista / Suplente,2,1,1,0
Lukas Nmecha,Wolfsburg,GER-Bundesliga,2425,Delantero / Suplente,3,0,1,0
Mads Roerslev,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,0,0,0,0
Marius Müller,Wolfsburg,GER-Bundesliga,2425,Portero / Suplente,0,0,0,0
Mattias Svanberg,Wolfsburg,GER-Bundesliga,2425,Centrocampista / Suplente,3,1,4,0
Maximilian Arnold,Wolfsburg,GER-Bundesliga,2425,Centrocampista / Suplente,3,5,7,1
Mohammed Amoura,Wolfsburg,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,10,9,6,0
Patrick Wimmer,Wolfsburg,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,3,4,5,1
Sebastiaan Bornauw,Wolfsburg,GER-Bundesliga,2425,Defensa / Suplente,2,1,2,0
Tiago Tomás,Wolfsburg,GER-Bundesliga,2425,Delantero / Centrocampista / Suplente,6,1,7,0
Yannick Gerhardt,Wolfsburg,GER-Bundesliga,2425,Defensa / Centrocampista / Suplente,1,1,5,1
Alejandro Jiménez,AC Milan,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,1,6,0
Alessandro Florenzi,AC Milan,ITA-Serie A,2425,Suplente,0,0,0,0
Alexis Saelemaekers,AC Milan,ITA-Serie A,2425,Defensa / Delantero / Centrocampista / Suplente,7,3,4,0
Bob Omoregbe,AC Milan,ITA-Serie A,2425,Suplente,0,0,0,0
Christian Pulisic,AC Milan,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,11,9,1,0
Davide Bartesaghi,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,0,0,1
Davide Calabria,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,1,3,0
Emerson,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,0,5,0
Fikayo Tomori,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,1,2,1
Filippo Terracciano,AC Milan,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,3,0
Francesco Camarda,AC Milan,ITA-Serie A,2425,Delantero / Suplente,0,0,0,0
Ismael Bennacer,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,0,0,2,0
João Félix,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,2,0,3,0
Kevin Zeroli,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,0,1,0,0
Kyle Walker,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,0,1,0
Luka Jovic,AC Milan,ITA-Serie A,2425,Delantero / Suplente,2,0,1,0
Malick Thiaw,AC Milan,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Marco Sportiello,AC Milan,ITA-Serie A,2425,Portero / Suplente,0,0,0,0
Matteo Gabbia,AC Milan,ITA-Serie A,2425,Defensa / Suplente,2,0,4,0
Mattia Liberali,AC Milan,ITA-Serie A,2425,Centrocampista,0,0,0,0
Mike Maignan,AC Milan,ITA-Serie A,2425,Portero,0,0,1,0
Noah Okafor,AC Milan,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,1,0,0,0
Rafael Leão,AC Milan,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,8,8,5,0
Riccardo Sottil,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,1,1,1,0
Ruben Loftus-Cheek,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,0,0,3,0
Samuel Chukwueze,AC Milan,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,3,2,0,0
Santiago Giménez,AC Milan,ITA-Serie A,2425,Delantero / Suplente,5,2,3,1
Strahinja Pavlovic,AC Milan,ITA-Serie A,2425,Defensa / Suplente,2,1,3,1
Tammy Abraham,AC Milan,ITA-Serie A,2425,Delantero / Suplente,3,4,1,0
Theo Hernández,AC Milan,ITA-Serie A,2425,Defensa / Suplente,4,3,4,1
Tijjani Reijnders,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,10,4,2,1
Warren Bondo,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,0,0,4,1
Youssouf Fofana,AC Milan,ITA-Serie A,2425,Centrocampista / Suplente,1,6,5,0
Yunus Musah,AC Milan,ITA-Serie A,2425,Defensa / Delantero / Centrocampista / Suplente,0,2,5,0
Álvaro Morata,AC Milan,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,5,0,5,0
Ademola Lookman,Atalanta,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,15,5,4,0
Alberto Manzoni,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Ben Godfrey,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Berat Gjimshiti,Atalanta,ITA-Serie A,2425,Defensa / Suplente,1,2,6,0
Charles De Ketelaere,Atalanta,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,7,7,1,0
Daniel Maldini,Atalanta,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,0,5,0
Davide Zappacosta,Atalanta,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,4,2,3,0
Federico Cassa,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Gianluca Scamacca,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Giorgio Scalvini,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Isak Hien,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,10,0
Juan Cuadrado,Atalanta,ITA-Serie A,2425,Defensa / Delantero / Centrocampista / Suplente,0,2,3,0
Juan Musso,Atalanta,ITA-Serie A,2425,Portero,0,0,0,0
Lazar Samardzic,Atalanta,ITA-Serie A,2425,Centrocampista / Suplente,2,1,3,0
Marco Brescianini,Atalanta,ITA-Serie A,2425,Centrocampista / Suplente,4,2,1,0
Marco Carnesecchi,Atalanta,ITA-Serie A,2425,Portero,0,0,1,0
Marco Palestra,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Mario Pasalic,Atalanta,ITA-Serie A,2425,Centrocampista / Suplente,3,4,1,0
Marten de Roon,Atalanta,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,4,4,5,0
Mateo Retegui,Atalanta,ITA-Serie A,2425,Delantero / Suplente,25,8,3,0
Matteo Ruggeri,Atalanta,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,3,2,0
Mitchel Bakker,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Nicolo Zaniolo,Atalanta,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,2,2,6,0
Odilon Kossounou,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,1,0
Rafael Toloi,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,1,0
Raoul Bellanova,Atalanta,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,9,3,0
Rui Patrício,Atalanta,ITA-Serie A,2425,Portero,0,0,0,0
Sead Kolasinac,Atalanta,ITA-Serie A,2425,Defensa,0,2,7,0
Stefan Posch,Atalanta,ITA-Serie A,2425,Defensa / Suplente,0,0,1,0
Sulemana,Atalanta,ITA-Serie A,2425,Centrocampista / Suplente,2,0,1,0
Vanja Vlahovic,Atalanta,ITA-Serie A,2425,Suplente,0,0,0,0
Éderson,Atalanta,ITA-Serie A,2425,Centrocampista / Suplente,4,1,3,1
Benjamín Domínguez,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,3,2,0,0
Charalampos Lykogiannis,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,4,3,0
Dan Ndoye,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,8,4,4,0
Emil Holm,Bologna,ITA-Serie A,2425,Defensa / Suplente,1,1,3,0
Estanis Pedrola,Bologna,ITA-Serie A,2425,Suplente,0,0,0,0
Federico Ravaglia,Bologna,ITA-Serie A,2425,Portero / Suplente,0,0,0,0
Giovanni Fabbian,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,3,1,2,0
Jens Odgaard,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,1,1,0
Jesper Karlsson,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,2,0,3,0
Jhon Lucumí,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,1,8,1
Juan Miranda,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,6,4,1
Kacper Urbanski,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,1,0,3,0
Lewis Ferguson,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,1,1,0,0
Lorenzo De Silvestri,Bologna,ITA-Serie A,2425,Defensa / Suplente,1,0,1,0
Lukasz Skorupski,Bologna,ITA-Serie A,2425,Portero,0,0,1,0
Martin Erlic,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Michel Aebischer,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,0,0,2,0
Nicolò Cambiaghi,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,1,3,0,0
Nicolò Casale,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,1,1,0
Nikola Moro,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,0,2,1,0
Oussama El Azzouzi,Bologna,ITA-Serie A,2425,Suplente,0,0,0,0
Remo Freuler,Bologna,ITA-Serie A,2425,Centrocampista,1,2,6,0
Riccardo Orsolini,Bologna,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,15,4,2,0
Sam Beukema,Bologna,ITA-Serie A,2425,Defensa / Suplente,0,1,1,0
Samuel Iling-Junior,Bologna,ITA-Serie A,2425,Suplente,1,0,0,0
Santiago Castro,Bologna,ITA-Serie A,2425,Delantero / Suplente,8,4,7,0
Thijs Dallinga,Bologna,ITA-Serie A,2425,Delantero / Suplente,3,2,1,0
Tommaso Pobega,Bologna,ITA-Serie A,2425,Centrocampista / Suplente,2,2,4,2
Adam Obert,Cagliari,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,1,1,4,0
Alen Sherri,Cagliari,ITA-Serie A,2425,Portero,0,0,0,0
Alessandro Deiola,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,2,1,6,0
Antoine Makoumbou,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,0,3,2,1
Elia Caprile,Cagliari,ITA-Serie A,2425,Portero / Suplente,0,0,0,0
Florinel Coman,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,1,0,2,0
Gabriele Zappa,Cagliari,ITA-Serie A,2425,Defensa / Suplente,2,0,4,0
Gianluca Gaetano,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,2,4,0,0
Gianluca Lapadula,Cagliari,ITA-Serie A,2425,Delantero / Suplente,0,0,1,0
Giuseppe Ciocci,Cagliari,ITA-Serie A,2425,Suplente,0,0,0,0
José Luis Palomino,Cagliari,ITA-Serie A,2425,Defensa / Suplente,1,0,3,0
Kingstone Mutandwa,Cagliari,ITA-Serie A,2425,Suplente,0,0,0,0
Leonardo Pavoletti,Cagliari,ITA-Serie A,2425,Delantero / Suplente,2,0,5,0
Mateusz Wieteska,Cagliari,ITA-Serie A,2425,Defensa / Suplente,0,0,1,0
Matteo Prati,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,0,0,1,0
Mattia Felici,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,0,3,1,0
Nadir Zortea,Cagliari,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,6,2,2,0
Ndary Adopo,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,1,1,3,1
Nicola Pintus,Cagliari,ITA-Serie A,2425,Suplente,0,0,0,0
Nicolas Viola,Cagliari,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,3,1,2,0
Paulo Azzi,Cagliari,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Razvan Marin,Cagliari,ITA-Serie A,2425,Centrocampista / Suplente,3,2,4,0
Roberto Piccoli,Cagliari,ITA-Serie A,2425,Delantero,10,1,6,0
Sebastiano Luperto,Cagliari,ITA-Serie A,2425,Defensa,1,3,4,0
Simone Scuffet,Cagliari,ITA-Serie A,2425,Portero,0,0,0,0
Tommaso Augello,Cagliari,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,7,3,0
Yerry Mina,Cagliari,ITA-Serie A,2425,Defensa,1,0,4,1
Zito,Cagliari,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,2,2,2,0
Alberto Cerri,Como,ITA-Serie A,2425,Suplente,0,0,0,0
Alberto Dossena,Como,ITA-Serie A,2425,Defensa / Suplente,0,2,1,1
Alberto Moreno,Como,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,4,0
Alessandro Gabrielloni,Como,ITA-Serie A,2425,Suplente,1,1,1,0
Alessio Iovine,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Ali Jasim,Como,ITA-Serie A,2425,Suplente,0,0,0,0
Alieu Fadera,Como,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,1,3,2,1
Andrea Belotti,Como,ITA-Serie A,2425,Delantero / Suplente,2,0,1,0
Assane Diao,Como,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,8,1,2,0
Ben Kone,Como,ITA-Serie A,2425,Suplente,0,0,1,0
Daniele Baselli,Como,ITA-Serie A,2425,Centrocampista / Suplente,0,0,0,0
Dele Alli,Como,ITA-Serie A,2425,Suplente,0,0,0,1
Edoardo Goldaniga,Como,ITA-Serie A,2425,Defensa / Suplente,1,0,10,1
Emil Audero,Como,ITA-Serie A,2425,Portero,0,0,0,0
Federico Barba,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Fellipe Jack,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Gabriel Strefezza,Como,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,4,5,0
Ignace Van der Brempt,Como,ITA-Serie A,2425,Defensa / Suplente,0,1,3,0
Ivan Smolcic,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Jean Butez,Como,ITA-Serie A,2425,Portero / Suplente,0,0,0,0
Jonathan Ikone,Como,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,2,0,1,0
José Reina,Como,ITA-Serie A,2425,Portero,0,0,0,1
Luca Mazzitelli,Como,ITA-Serie A,2425,Centrocampista / Suplente,1,1,1,0
Lucas Da Cunha,Como,ITA-Serie A,2425,Centrocampista / Suplente,3,2,4,0
Marc-Oliver Kempf,Como,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,4,1
Marco Sala,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,3,0
Matthias Braunöder,Como,ITA-Serie A,2425,Centrocampista / Suplente,0,0,1,1
Maxence Caqueret,Como,ITA-Serie A,2425,Centrocampista / Suplente,2,3,4,0
Mergim Vojvoda,Como,ITA-Serie A,2425,Defensa / Suplente,1,2,6,0
Máximo Perrone,Como,ITA-Serie A,2425,Centrocampista / Suplente,0,3,6,0
Nico Paz,Como,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,8,6,0
Oliver Abildgaard,Como,ITA-Serie A,2425,Suplente,0,0,0,0
Patrick Cutrone,Como,ITA-Serie A,2425,Delantero / Suplente,7,4,1,0
Sergi Roberto,Como,ITA-Serie A,2425,Centrocampista / Suplente,0,1,4,0
Simone Verdi,Como,ITA-Serie A,2425,Suplente,0,0,1,0
Tasos Douvikas,Como,ITA-Serie A,2425,Delantero / Suplente,2,2,1,0
Yannick Engelhardt,Como,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,1,1,4,0
Álex Valle,Como,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Alberto Grassi,Empoli,ITA-Serie A,2425,Centrocampista / Suplente,1,0,8,0
Ardian Ismajli,Empoli,ITA-Serie A,2425,Defensa,0,0,3,0
Christian Kouamé,Empoli,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,1,1,1,0
Devis Vásquez,Empoli,ITA-Serie A,2425,Portero,0,0,2,0
Emmanuel Ekong,Empoli,ITA-Serie A,2425,Suplente,0,0,1,0
Emmanuel Gyasi,Empoli,ITA-Serie A,2425,Defensa / Centrocampista,2,1,5,0
Faustino Anjorin,Empoli,ITA-Serie A,2425,Centrocampista / Suplente,2,3,3,0
Francesco Caputo,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Giuseppe Pezzella,Empoli,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,3,7,0
Ismael Konaté,Empoli,ITA-Serie A,2425,Suplente,0,1,0,0
Jacopo Bacci,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Jacopo Fazzini,Empoli,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,4,1,1,1
Jacopo Seghetti,Empoli,ITA-Serie A,2425,Portero,0,0,0,0
Junior Sambia,Empoli,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Liam Henderson,Empoli,ITA-Serie A,2425,Centrocampista / Suplente,0,4,10,0
Liberato Cacace,Empoli,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,2,4,6,0
Lorenzo Colombo,Empoli,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,2,3,1
Lorenzo Tosto,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Luca Marianucci,Empoli,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,0,1
Marco Silvestri,Empoli,ITA-Serie A,2425,Portero,0,0,0,0
Mattia De Sciglio,Empoli,ITA-Serie A,2425,Defensa / Suplente,1,0,0,0
Mattia Viti,Empoli,ITA-Serie A,2425,Defensa,1,0,3,0
Nicolas Haas,Empoli,ITA-Serie A,2425,Centrocampista / Suplente,0,0,1,0
Ola Solbakken,Empoli,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,0,0,2,0
Petar Stojanovic,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Pietro Pellegri,Empoli,ITA-Serie A,2425,Delantero / Suplente,3,0,3,0
Saba Goglichidze,Empoli,ITA-Serie A,2425,Defensa / Suplente,0,1,3,1
Sebastian Walukiewicz,Empoli,ITA-Serie A,2425,Defensa / Suplente,0,0,6,0
Sebastiano Esposito,Empoli,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,8,0,1,0
Szymon Zurkowski,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Thomas Campaniello,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Tyronne Ebuehi,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Viktor Kovalenko,Empoli,ITA-Serie A,2425,Suplente,0,0,0,0
Youssef Maleh,Empoli,ITA-Serie A,2425,Centrocampista / Suplente,0,1,3,1
Albert Gudmundsson,Fiorentina,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,6,1,2,0
Alessandro Bianco,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,1,0,9,0
Amir Richardson,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,1,1,6,0
Andrea Colpani,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,2,1,1,0
Antonin Barak,Fiorentina,ITA-Serie A,2425,Centrocampista,0,0,0,0
Cher Ndour,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,0,0,1,0
Cristiano Biraghi,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,1,0,1,0
Danilo Cataldi,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,3,0,1,0
David de Gea,Fiorentina,ITA-Serie A,2425,Portero,0,1,1,0
Dodô,Fiorentina,ITA-Serie A,2425,Defensa / Centrocampista,0,5,8,0
Edoardo Bove,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,1,2,3,0
Fabiano Parisi,Fiorentina,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,2,0,3,0
Luca Ranieri,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,1,3,7,0
Lucas Beltrán,Fiorentina,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,5,4,6,0
Lucas Martínez Quarta,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,1,0,1,0
Maat Caprini,Fiorentina,ITA-Serie A,2425,Suplente,0,0,0,0
Marin Pongracic,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,0,0,1,1
Matías Moreno,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Michael Folorunsho,Fiorentina,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,5,0
Michael Kayode,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,0,0,0,0
Moise Kean,Fiorentina,ITA-Serie A,2425,Delantero / Suplente,19,3,6,0
Nicolo Fagioli,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,1,2,4,0
Pablo Marí,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,0,0,4,1
Pietro Comuzzo,Fiorentina,ITA-Serie A,2425,Defensa / Suplente,1,0,5,0
Pietro Terracciano,Fiorentina,ITA-Serie A,2425,Portero,0,0,0,0
Robin Gosens,Fiorentina,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,5,5,6,0
Rolando Mandragora,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,4,3,7,0
Sofyan Amrabat,Fiorentina,ITA-Serie A,2425,Centrocampista,0,0,0,0
Tommaso Rubino,Fiorentina,ITA-Serie A,2425,Suplente,0,0,0,0
Yacine Adli,Fiorentina,ITA-Serie A,2425,Centrocampista / Suplente,4,6,1,1
Aarón Martín,Genoa,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,8,5,0
Alan Matturro,Genoa,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Alessandro Marcandalli,Genoa,ITA-Serie A,2425,Defensa / Suplente,0,0,2,0
Alessandro Vogliacco,Genoa,ITA-Serie A,2425,Defensa / Suplente,2,0,5,0
Alessandro Zanoli,Genoa,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,1,0,3,0
Andrea Pinamonti,Genoa,ITA-Serie A,2425,Delantero / Suplente,10,1,4,0
Benjamin Siegrist,Genoa,ITA-Serie A,2425,Portero,0,0,0,0
Brooke Norton-Cuffy,Genoa,ITA-Serie A,2425,Defensa / Delantero / Centrocampista / Suplente,0,0,0,0
Caleb Ekuban,Genoa,ITA-Serie A,2425,Delantero / Suplente,1,3,1,0
Daniele Sommariva,Genoa,ITA-Serie A,2425,Suplente,0,0,0,0
David Ankeye,Genoa,ITA-Serie A,2425,Suplente,0,0,0,0
Emil Bohinen,Genoa,ITA-Serie A,2425,Centrocampista / Suplente,0,0,0,0
Fabio Miretti,Genoa,ITA-Serie A,2425,Centrocampista / Suplente,3,3,2,0
Federico Accornero,Genoa,ITA-Serie A,2425,Suplente,0,0,0,0
Filippo Melegoni,Genoa,ITA-Serie A,2425,Centrocampista / Suplente,0,1,0,0
Gastón Pereiro,Genoa,ITA-Serie A,2425,Suplente,0,0,0,0
Honest Ahanor,Genoa,ITA-Serie A,2425,Defensa / Centrocampista / Suplente,0,0,0,0
Jean Onana,Genoa,ITA-Serie A,2425,Centrocampista / Suplente,0,0,1,0
Jeff Ekhator,Genoa,ITA-Serie A,2425,Delantero / Centrocampista / Suplente,1,1,1,0
