Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Justin Kluivert,Bournemouth,ENG-Premier League,2324,Centrocampista / Suplente,7,1,5,0
Kieffer Moore,Bournemouth,ENG-Premier League,2324,Suplente,1,0,0,0
Lewis Cook,Bournemouth,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,3,5,1
Lloyd Kelly,Bournemouth,ENG-Premier League,2324,Defensa / Suplente,0,1,2,0
Luis Sinisterra,Bournemouth,ENG-Premier League,2324,Centrocampista / Suplente,2,2,0,0
Marcos Senesi,Bournemouth,ENG-Premier League,2324,Defensa / Suplente,4,5,13,0
Marcus Tavernier,Bournemouth,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,3,4,3,0
Mark Travers,Bournemouth,ENG-Premier League,2324,Portero,0,0,0,0
Max Aarons,Bournemouth,ENG-Premier League,2324,Defensa / Suplente,0,1,1,0
Milos Kerkez,Bournemouth,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,1,4,1
Neto,Bournemouth,ENG-Premier League,2324,Portero,0,0,5,0
Philip Billing,Bournemouth,ENG-Premier League,2324,Centrocampista / Suplente,2,2,3,1
Romain Faivre,Bournemouth,ENG-Premier League,2324,Suplente,0,0,1,0
Ryan Christie,Bournemouth,ENG-Premier League,2324,Centrocampista / Suplente,0,5,6,0
Tyler Adams,Bournemouth,ENG-Premier League,2324,Centrocampista / Suplente,0,0,0,0
Aaron Hickey,Brentford,ENG-Premier League,2324,Defensa,0,0,5,0
Ben Mee,Brentford,ENG-Premier League,2324,Defensa / Suplente,2,0,1,1
Bryan Mbeumo,Brentford,ENG-Premier League,2324,Delantero / Suplente,9,6,2,0
Christian Nørgaard,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,2,1,8,0
Ethan Pinnock,Brentford,ENG-Premier League,2324,Defensa / Suplente,2,0,1,0
Frank Onyeka,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,1,2,8,0
Ivan Toney,Brentford,ENG-Premier League,2324,Delantero / Suplente,4,2,5,0
Josh Dasilva,Brentford,ENG-Premier League,2324,Suplente,0,0,0,0
Keane Lewis-Potter,Brentford,ENG-Premier League,2324,Defensa / Delantero / Suplente,3,1,0,0
Kevin Schade,Brentford,ENG-Premier League,2324,Delantero / Suplente,2,1,0,0
Kristoffer Ajer,Brentford,ENG-Premier League,2324,Defensa / Suplente,2,1,5,0
Mads Roerslev,Brentford,ENG-Premier League,2324,Defensa / Suplente,1,2,1,0
Mark Flekken,Brentford,ENG-Premier League,2324,Portero,0,1,3,0
Mathias Jensen,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,3,3,5,0
Michael Olakigbe,Brentford,ENG-Premier League,2324,Suplente,0,0,0,0
Mikkel Damsgaard,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,0,2,2,0
Myles Peart-Harris,Brentford,ENG-Premier League,2324,Suplente,0,0,0,0
Nathan Collins,Brentford,ENG-Premier League,2324,Defensa / Suplente,1,1,3,0
Neal Maupay,Brentford,ENG-Premier League,2324,Delantero / Suplente,6,3,8,0
Rico Henry,Brentford,ENG-Premier League,2324,Defensa,0,1,1,0
Saman Ghoddos,Brentford,ENG-Premier League,2324,Defensa / Suplente,1,0,5,0
Sergio Reguilón,Brentford,ENG-Premier League,2324,Defensa / Suplente,0,4,7,1
Shandon Baptiste,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,1,1,1,0
Thomas Strakosha,Brentford,ENG-Premier League,2324,Portero / Suplente,0,0,0,0
Vitaly Janelt,Brentford,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,1,3,8,0
Yehor Yarmolyuk,Brentford,ENG-Premier League,2324,Centrocampista / Suplente,0,0,2,0
Yoane Wissa,Brentford,ENG-Premier League,2324,Delantero / Suplente,12,3,7,0
Zanka,Brentford,ENG-Premier League,2324,Defensa / Suplente,1,0,4,0
Adam Lallana,Brighton,ENG-Premier League,2324,Centrocampista / Suplente,0,1,2,0
Adam Webster,Brighton,ENG-Premier League,2324,Defensa / Suplente,0,0,1,0
Anssumane Fati,Brighton,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,2,0,2,0
Bart Verbruggen,Brighton,ENG-Premier League,2324,Portero,0,0,3,0
Benicio Baker-Boaitey,Brighton,ENG-Premier League,2324,Suplente,0,0,1,0
Billy Gilmour,Brighton,ENG-Premier League,2324,Centrocampista / Suplente,0,1,8,1
Carlos Baleba,Brighton,ENG-Premier League,2324,Centrocampista / Suplente,0,0,7,0
Danny Welbeck,Brighton,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,5,1,4,0
Estupiñán,Brighton,ENG-Premier League,2324,Defensa / Suplente,2,3,4,0
Evan Ferguson,Brighton,ENG-Premier League,2324,Delantero / Suplente,6,0,1,0
Facundo Buonanotte,Brighton,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,3,1,7,0
Igor Julio,Brighton,ENG-Premier League,2324,Defensa / Suplente,0,0,4,0
Jack Hinshelwood,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,3,0,1,0
Jakub Moder,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,0,2,0
James Milner,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,2,3,0
Jan Paul van Hecke,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,0,4,0
Jason Steele,Brighton,ENG-Premier League,2324,Portero,0,0,0,0
João Pedro,Brighton,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,9,3,2,0
Joël Veltman,Brighton,ENG-Premier League,2324,Defensa / Suplente,1,1,4,0
Julio Enciso,Brighton,ENG-Premier League,2324,Centrocampista / Suplente,0,2,2,0
Kaoru Mitoma,Brighton,ENG-Premier League,2324,Defensa / Delantero / Centrocampista / Suplente,3,4,4,0
Lewis Dunk,Brighton,ENG-Premier League,2324,Defensa,3,1,7,1
Mahmoud Dahoud,Brighton,ENG-Premier League,2324,Centrocampista / Suplente,0,1,1,1
Mark O’Mahony,Brighton,ENG-Premier League,2324,Delantero / Suplente,0,0,1,0
Odeluga Offiah,Brighton,ENG-Premier League,2324,Defensa / Suplente,0,0,0,0
Pascal Groß,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,4,10,6,0
Simon Adingra,Brighton,ENG-Premier League,2324,Defensa / Delantero / Centrocampista / Suplente,6,1,3,0
Solly March,Brighton,ENG-Premier League,2324,Defensa / Centrocampista,3,1,1,0
Tariq Lamptey,Brighton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,3,3,0
Valentín Barco,Brighton,ENG-Premier League,2324,Defensa / Suplente,0,0,1,0
Aaron Ramsey,Burnley,ENG-Premier League,2324,Centrocampista / Suplente,0,0,1,0
Ameen Al Dakhil,Burnley,ENG-Premier League,2324,Defensa / Suplente,1,0,1,0
Anass Zaroury,Burnley,ENG-Premier League,2324,Delantero / Suplente,0,0,0,1
Arijanet Muric,Burnley,ENG-Premier League,2324,Portero,0,0,0,0
Benson Manuel,Burnley,ENG-Premier League,2324,Centrocampista / Suplente,0,0,0,0
Charlie Taylor,Burnley,ENG-Premier League,2324,Defensa / Suplente,1,1,8,0
Connor Roberts,Burnley,ENG-Premier League,2324,Defensa / Suplente,0,1,3,1
Dara O'Shea,Burnley,ENG-Premier League,2324,Defensa / Suplente,3,4,5,1
David Datro Fofana,Burnley,ENG-Premier League,2324,Delantero / Suplente,4,1,1,0
Han-Noah Massengo,Burnley,ENG-Premier League,2324,Suplente,0,0,0,0
Hannes Delcroix,Burnley,ENG-Premier League,2324,Defensa / Suplente,0,0,2,0
Hjalmar Ekdal,Burnley,ENG-Premier League,2324,Defensa / Suplente,0,0,2,0
Jack Cork,Burnley,ENG-Premier League,2324,Suplente,0,0,0,0
Jacob Bruun Larsen,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,6,0,1,0
James Trafford,Burnley,ENG-Premier League,2324,Portero,0,0,2,0
Jay Rodriguez,Burnley,ENG-Premier League,2324,Delantero / Suplente,2,1,0,0
Johann Berg Gudmundsson,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,1,3,2,0
Josh Brownhill,Burnley,ENG-Premier League,2324,Centrocampista / Suplente,4,2,4,1
Josh Cullen,Burnley,ENG-Premier League,2324,Centrocampista / Suplente,2,3,9,0
Lorenz Assignon,Burnley,ENG-Premier League,2324,Defensa,1,2,3,1
Louis Beyer,Burnley,ENG-Premier League,2324,Defensa,0,1,6,0
Luca Koleosho,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,1,1,0,0
Lyle Foster,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,5,3,0,1
Maxime Estève,Burnley,ENG-Premier League,2324,Defensa / Suplente,0,0,6,0
Michael Obafemi,Burnley,ENG-Premier League,2324,Suplente,0,0,0,0
Mike Trésor,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,0,0,0,0
Nathan Redmond,Burnley,ENG-Premier League,2324,Suplente,0,0,1,0
Sander Berge,Burnley,ENG-Premier League,2324,Centrocampista / Suplente,1,2,8,1
Vitinho,Burnley,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,2,1,0
Wilson Odobert,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,3,2,3,0
Zeki Amdouni,Burnley,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,5,1,2,0
Alex Matos,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Alfie Gilchrist,Chelsea,ENG-Premier League,2324,Defensa / Suplente,1,0,1,0
Armando Broja,Chelsea,ENG-Premier League,2324,Delantero / Suplente,1,1,0,0
Axel Disasi,Chelsea,ENG-Premier League,2324,Defensa / Suplente,2,0,6,0
Ben Chilwell,Chelsea,ENG-Premier League,2324,Defensa / Suplente,0,1,5,0
Benoit Badiashile Mukinayi,Chelsea,ENG-Premier League,2324,Defensa / Suplente,0,1,2,0
Carney Chukwuemeka,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,1,1,2,0
Cesare Casadei,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Chimuanya Ugochukwu,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,0,0,2,0
Christopher Nkunku,Chelsea,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,3,0,0,0
Cole Palmer,Chelsea,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,22,11,7,0
Conor Gallagher,Chelsea,ENG-Premier League,2324,Centrocampista,5,7,7,1
Deivid Washington,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Djordje Petrovic,Chelsea,ENG-Premier League,2324,Portero / Suplente,0,0,2,0
Enzo Fernández,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,3,2,7,0
Ian Maatsen,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,0,0,1,0
Jimi Tauriainen,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Josh Acheampong,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Levi Colwill,Chelsea,ENG-Premier League,2324,Defensa / Suplente,1,1,2,0
Malo Gusto,Chelsea,ENG-Premier League,2324,Defensa / Suplente,0,6,7,1
Marc Cucurella,Chelsea,ENG-Premier League,2324,Defensa / Suplente,0,2,10,0
Mason Burstow,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Moisés Caicedo,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,1,3,11,0
Mykhailo Mudryk,Chelsea,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,5,2,5,0
Nicolas Jackson,Chelsea,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,14,5,10,0
Noni Madueke,Chelsea,ENG-Premier League,2324,Centrocampista / Suplente,5,2,2,0
Raheem Sterling,Chelsea,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,8,4,7,0
Reece James,Chelsea,ENG-Premier League,2324,Defensa / Suplente,0,2,0,2
Robert Sánchez,Chelsea,ENG-Premier League,2324,Portero,0,0,2,0
Romeo Lavia,Chelsea,ENG-Premier League,2324,Suplente,0,0,0,0
Thiago Silva,Chelsea,ENG-Premier League,2324,Defensa / Suplente,3,1,4,0
Trevoh Chalobah,Chelsea,ENG-Premier League,2324,Defensa / Suplente,1,0,1,0
Adam Wharton,Crystal Palace,ENG-Premier League,2324,Centrocampista / Suplente,0,3,2,0
Cheick Oumar Doucoure,Crystal Palace,ENG-Premier League,2324,Centrocampista,0,0,2,0
Chris Richards,Crystal Palace,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,1,1,3,0
Daniel Muñoz,Crystal Palace,ENG-Premier League,2324,Defensa,0,4,4,0
David Ozoh,Crystal Palace,ENG-Premier League,2324,Suplente,0,0,1,0
Dean Henderson,Crystal Palace,ENG-Premier League,2324,Portero,0,0,2,0
Eberechi Eze,Crystal Palace,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,11,4,3,0
Jairo Riedewald,Crystal Palace,ENG-Premier League,2324,Centrocampista / Suplente,0,0,0,0
James Tomkins,Crystal Palace,ENG-Premier League,2324,Suplente,0,0,0,0
Jean-Philippe Mateta,Crystal Palace,ENG-Premier League,2324,Delantero / Suplente,16,5,3,0
Jefferson Lerma,Crystal Palace,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,1,1,8,0
Jeffrey Schlupp,Crystal Palace,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,2,2,1,0
Jesurun Rak-Sakyi,Crystal Palace,ENG-Premier League,2324,Suplente,0,0,0,0
Joachim Andersen,Crystal Palace,ENG-Premier League,2324,Defensa,2,3,7,0
Joel Ward,Crystal Palace,ENG-Premier League,2324,Defensa / Suplente,0,1,4,0
Jordan Ayew,Crystal Palace,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,4,7,7,1
Marc Guehi,Crystal Palace,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,1,2,0
Matheus França,Crystal Palace,ENG-Premier League,2324,Centrocampista / Suplente,0,1,1,0
Michael Olise,Crystal Palace,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,10,6,0,0
Naouirou Ahamada,Crystal Palace,ENG-Premier League,2324,Suplente,0,0,2,1
Nathaniel Clyne,Crystal Palace,ENG-Premier League,2324,Defensa / Suplente,0,0,0,0
Odsonne Edouard,Crystal Palace,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,7,0,4,0
Remi Matthews,Crystal Palace,ENG-Premier League,2324,Suplente,0,0,0,0
Sam Johnstone,Crystal Palace,ENG-Premier League,2324,Portero,0,0,1,0
Tyrick Mitchell,Crystal Palace,ENG-Premier League,2324,Defensa,2,3,6,0
Will Hughes,Crystal Palace,ENG-Premier League,2324,Centrocampista / Suplente,0,1,6,0
Abdoulaye Doucouré,Everton,ENG-Premier League,2324,Centrocampista,7,1,7,0
Alex Iwobi,Everton,ENG-Premier League,2324,Centrocampista / Suplente,5,2,2,0
Amadou Onana,Everton,ENG-Premier League,2324,Centrocampista / Suplente,2,0,5,0
André Gomes,Everton,ENG-Premier League,2324,Centrocampista / Suplente,1,0,4,0
Arnaut Danjuma Groeneveld,Everton,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,1,0,0,0
Ashley Young,Everton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,0,5,1
Ben Godfrey,Everton,ENG-Premier League,2324,Defensa / Suplente,0,0,2,0
Beto,Everton,ENG-Premier League,2324,Delantero / Suplente,3,0,2,0
Dominic Calvert-Lewin,Everton,ENG-Premier League,2324,Delantero / Suplente,7,2,2,0
Dwight McNeil,Everton,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,3,6,2,0
Idrissa Gueye,Everton,ENG-Premier League,2324,Centrocampista / Suplente,4,0,8,0
Jack Harrison,Everton,ENG-Premier League,2324,Centrocampista / Suplente,3,3,1,0
James Garner,Everton,ENG-Premier League,2324,Centrocampista / Suplente,1,2,7,0
James Tarkowski,Everton,ENG-Premier League,2324,Defensa,1,1,11,0
Jarrad Branthwaite,Everton,ENG-Premier League,2324,Defensa,3,0,8,0
Jordan Pickford,Everton,ENG-Premier League,2324,Portero,0,0,5,0
Lewis Dobbin,Everton,ENG-Premier League,2324,Centrocampista / Suplente,1,0,1,0
Lewis Warrington,Everton,ENG-Premier League,2324,Suplente,0,0,0,0
Michael Keane,Everton,ENG-Premier League,2324,Defensa / Suplente,1,0,2,0
Nathan Patterson,Everton,ENG-Premier League,2324,Defensa / Suplente,0,2,4,0
Seamus Coleman,Everton,ENG-Premier League,2324,Defensa / Suplente,0,0,0,0
Thomas Cannon,Everton,ENG-Premier League,2324,Suplente,0,0,0,0
Tyler Onyango,Everton,ENG-Premier League,2324,Suplente,0,0,0,0
Vitalii Mykolenko,Everton,ENG-Premier League,2324,Defensa,2,0,0,0
Youssef Chermiti,Everton,ENG-Premier League,2324,Delantero / Suplente,0,0,3,0
Adama Traoré,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,2,3,2,0
Aleksandar Mitrovic,Fulham,ENG-Premier League,2324,Suplente,0,0,0,0
Andreas Pereira,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,3,7,7,0
Antonee Robinson,Fulham,ENG-Premier League,2324,Defensa,0,6,6,0
Bernd Leno,Fulham,ENG-Premier League,2324,Portero,0,0,3,0
Bobby Reid,Fulham,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,6,2,4,0
Calvin Bassey,Fulham,ENG-Premier League,2324,Defensa / Suplente,1,0,4,1
Carlos Vinicius,Fulham,ENG-Premier League,2324,Delantero / Suplente,2,0,2,0
Fode Toure,Fulham,ENG-Premier League,2324,Suplente,0,0,1,0
Harrison Reed,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,0,2,6,0
Harry Wilson,Fulham,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,4,6,6,0
Issa Diop,Fulham,ENG-Premier League,2324,Defensa / Suplente,0,0,2,1
João Palhinha,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,4,1,13,0
Kenny Tete,Fulham,ENG-Premier League,2324,Defensa / Suplente,1,0,2,0
Luke Harris,Fulham,ENG-Premier League,2324,Suplente,0,0,0,0
Raúl Jiménez,Fulham,ENG-Premier League,2324,Delantero / Suplente,7,0,3,1
Rodrigo Muniz,Fulham,ENG-Premier League,2324,Delantero / Suplente,9,1,1,0
Sasa Lukic,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,1,0,3,0
Tim Ream,Fulham,ENG-Premier League,2324,Defensa / Suplente,1,0,2,1
Timothy Castagne,Fulham,ENG-Premier League,2324,Defensa / Suplente,1,3,3,0
Tom Cairney,Fulham,ENG-Premier League,2324,Centrocampista / Suplente,1,4,3,0
Tosin Adarabioyo,Fulham,ENG-Premier League,2324,Defensa / Suplente,2,0,2,0
Willian,Fulham,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,4,2,1,0
Alexis Mac Allister,Liverpool,ENG-Premier League,2324,Centrocampista / Suplente,5,5,7,1
Alisson,Liverpool,ENG-Premier League,2324,Portero,0,0,1,0
Andrew Robertson,Liverpool,ENG-Premier League,2324,Defensa / Suplente,3,2,2,0
Ben Doak,Liverpool,ENG-Premier League,2324,Suplente,0,0,0,0
Bobby Clark,Liverpool,ENG-Premier League,2324,Centrocampista / Suplente,0,0,0,0
Caoimhin Kelleher,Liverpool,ENG-Premier League,2324,Portero,0,0,0,0
Cody Gakpo,Liverpool,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,8,5,1,0
Conor Bradley,Liverpool,ENG-Premier League,2324,Defensa / Suplente,1,3,2,0
Curtis Jones,Liverpool,ENG-Premier League,2324,Centrocampista / Suplente,1,1,3,1
Darwin Núñez,Liverpool,ENG-Premier League,2324,Delantero / Suplente,11,8,9,0
Diogo Jota,Liverpool,ENG-Premier League,2324,Delantero / Suplente,10,3,1,1
Dominik Szoboszlai,Liverpool,ENG-Premier League,2324,Centrocampista / Suplente,3,2,1,0
Harvey Elliott,Liverpool,ENG-Premier League,2324,Delantero / Centrocampista / Suplente,3,6,2,0
Ibrahima Konaté,Liverpool,ENG-Premier League,2324,Defensa / Suplente,0,0,3,1
James McConnell,Liverpool,ENG-Premier League,2324,Suplente,0,0,0,0
Jarell Quansah,Liverpool,ENG-Premier League,2324,Defensa / Suplente,2,0,1,0
Jayden Danns,Liverpool,ENG-Premier League,2324,Suplente,0,0,1,0
Joel Matip,Liverpool,ENG-Premier League,2324,Defensa / Suplente,0,0,2,0
Joseph Gomez,Liverpool,ENG-Premier League,2324,Defensa / Centrocampista / Suplente,0,1,5,0
Kaide Gordon,Liverpool,ENG-Premier League,2324,Suplente,0,0,0,0
Konstantinos Tsimikas,Liverpool,ENG-Premier League,2324,Defensa / Suplente,0,3,0,0
Luis Díaz,Liverpool,ENG-Premier League,2324,Delantero / Suplente,8,5,3,0
Mohamed Salah,Liverpool,ENG-Premier League,2324,Delantero / Suplente,18,10,2,0
Owen Beck,Liverpool,ENG-Premier League,2324,Suplente,0,0,0,0
Ryan Gravenberch,Liverpool,ENG-Premier League,2324,Centrocampista / Suplente,1,0,0,0
Stefan Bajcetic,Liverpool,ENG-Premier League,2324,Suplente,0,0,0,0
