Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Imran Louza,Lorient,FRA-Ligue 1,2324,Centrocampista / Suplente,1,3,1,0
Jean-Victor Makengo,Lorient,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,0,0,0
Joel Mvuka,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,0,0,1,0
Julien Laporte,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,0,0,4,0
Julien Ponceau,Lorient,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,2,5,0
Laurent Abergel,Lorient,FRA-Ligue 1,2324,Centrocampista / Suplente,2,1,4,0
Loris Mouyokolo,Lorient,FRA-Ligue 1,2324,Defensa,0,0,0,0
Mohamed Bamba,Lorient,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,8,3,3,0
Montassar Talbi,Lorient,FRA-Ligue 1,2324,Defensa,0,0,2,0
Nathaniel Adjei,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,0
Pablo Pagis,Lorient,FRA-Ligue 1,2324,Centrocampista,0,0,1,0
Panos Katseris,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,1,1,4,0
Romain Faivre,Lorient,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,5,1,1,0
Royce Openda,Lorient,FRA-Ligue 1,2324,Suplente,0,0,0,0
Siriné Doucouré,Lorient,FRA-Ligue 1,2324,Delantero / Suplente,1,3,2,0
Souleymane Isaak Touré,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,1,1,6,0
Théo Le Bris,Lorient,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,2,2,0
Tiemoué Bakayoko,Lorient,FRA-Ligue 1,2324,Centrocampista / Suplente,2,1,5,0
Vincent Le Goff,Lorient,FRA-Ligue 1,2324,Defensa / Suplente,1,1,1,0
Yvon Mvogo,Lorient,FRA-Ligue 1,2324,Portero,0,0,1,0
Adryelson,Lyon,FRA-Ligue 1,2324,Suplente,0,0,0,0
Ainsley Maitland-Niles,Lyon,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,4,1,1
Alexandre Lacazette,Lyon,FRA-Ligue 1,2324,Delantero / Suplente,19,2,3,1
Amin Sarr,Lyon,FRA-Ligue 1,2324,Delantero / Suplente,0,0,0,0
Anthony Lopes,Lyon,FRA-Ligue 1,2324,Portero,0,0,0,0
Bradley Barcola,Lyon,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,4,7,1,1
Chaïm El Djebali,Lyon,FRA-Ligue 1,2324,Suplente,0,0,0,0
Clinton Mata,Lyon,FRA-Ligue 1,2324,Defensa / Suplente,0,3,6,0
Corentin Tolisso,Lyon,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,2,1,5,0
Dejan Lovren,Lyon,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,1
Diego Moreira,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Duje Caleta-Car,Lyon,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,1
Ernest Nuamah,Lyon,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,2,4,0
Gift Orban,Lyon,FRA-Ligue 1,2324,Delantero / Suplente,1,0,2,0
Henrique,Lyon,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,0,2,0
Jake O'Brien,Lyon,FRA-Ligue 1,2324,Defensa,4,2,4,1
Jeffinho,Lyon,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,1,0,0
Johann Lepenant,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Mahamadou Diawara,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,2,0
Malick Fofana,Lyon,FRA-Ligue 1,2324,Defensa / Delantero / Suplente,3,0,0,0
Mama Baldé,Lyon,FRA-Ligue 1,2324,Delantero / Suplente,2,3,1,0
Mamadou Sarr,Lyon,FRA-Ligue 1,2324,Suplente,0,0,0,0
Mathis Cherki,Lyon,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,6,0,0
Maxence Caqueret,Lyon,FRA-Ligue 1,2324,Centrocampista,1,3,1,0
Mohamed El Arouch,Lyon,FRA-Ligue 1,2324,Suplente,0,0,0,0
Nemanja Matic,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,9,0
Nicolás Tagliafico,Lyon,FRA-Ligue 1,2324,Defensa / Centrocampista,3,1,5,1
Orel Mangala,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,2,0,0,0
Paul Akouokou,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Rémy Riou,Lyon,FRA-Ligue 1,2324,Portero,0,0,0,0
Sael Kumbedi,Lyon,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,1,4,0
Said Benrahma,Lyon,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,3,2,0
Sinaly Diomande,Lyon,FRA-Ligue 1,2324,Defensa,0,0,2,0
Skelly Alvero,Lyon,FRA-Ligue 1,2324,Centrocampista / Suplente,1,0,2,0
Tinotenda Kadewere,Lyon,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,0,1,0
Amine Harit,Marseille,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,2,5,0
Amir Murillo,Marseille,FRA-Ligue 1,2324,Defensa / Suplente,3,2,3,0
Azz-Eddine Ounahi,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,2,0,3,0
Bilal Nadir,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Chancel Mbemba,Marseille,FRA-Ligue 1,2324,Defensa,2,2,1,0
Emran Soglo,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,1,1,1,0
Faris Moumbagna,Marseille,FRA-Ligue 1,2324,Delantero / Suplente,3,1,0,1
François Mughe,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Geoffrey Kondogbia,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,3,0
Iliman Ndiaye,Marseille,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,3,0,1
Ismaila Sarr,Marseille,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,4,1,0
Jean Onana,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,1,0,1,0
Joaquín Correa,Marseille,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,0,2,0
Jonathan Clauss,Marseille,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,3,4,2,1
Jordan Veretout,Marseille,FRA-Ligue 1,2324,Centrocampista / Suplente,1,2,4,0
Keyliane Abdallah,Marseille,FRA-Ligue 1,2324,Suplente,0,0,0,0
Leonardo Balerdi,Marseille,FRA-Ligue 1,2324,Defensa / Suplente,2,0,4,1
Luis Henrique,Marseille,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,0,0,0
Matteo Guendouzi,Marseille,FRA-Ligue 1,2324,Suplente,0,0,0,0
Noam Mayoka-Tika,Marseille,FRA-Ligue 1,2324,Suplente,0,0,0,0
Pape Alassane Gueye,Marseille,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,0,2,0
Pau López,Marseille,FRA-Ligue 1,2324,Portero,0,0,1,0
Pierre-Emerick Aubameyang,Marseille,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,16,8,4,0
Quentin Merlin,Marseille,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,2,1,0
Raimane Daou,Marseille,FRA-Ligue 1,2324,Suplente,0,0,0,0
Renan Lodi,Marseille,FRA-Ligue 1,2324,Defensa,0,0,6,0
Rubén Blanco,Marseille,FRA-Ligue 1,2324,Portero / Suplente,0,0,0,0
Samuel Gigot,Marseille,FRA-Ligue 1,2324,Defensa / Suplente,3,0,7,1
Sofiane Sidi Ali,Marseille,FRA-Ligue 1,2324,Suplente,0,0,0,0
Ulisses García,Marseille,FRA-Ligue 1,2324,Defensa / Suplente,0,0,0,0
Valentin Rongier,Marseille,FRA-Ligue 1,2324,Centrocampista,0,0,2,0
Vitinha,Marseille,FRA-Ligue 1,2324,Delantero / Suplente,3,2,1,0
Ablie Jallow,Metz,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,2,1,0
Aboubacar Lô,Metz,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,0,1
Alexandre Oukidja,Metz,FRA-Ligue 1,2324,Portero,0,0,3,0
Arthur Atta,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,1,2,0,0
Benjamin Tetteh,Metz,FRA-Ligue 1,2324,Delantero / Suplente,0,0,2,0
Cheick Tidiane Sabaly,Metz,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,1,5,0
Christophe Herelle,Metz,FRA-Ligue 1,2324,Defensa / Suplente,0,0,4,1
Danley Jean Jacques,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,4,0
Didier Lamkel Zé,Metz,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,0,1,0
Digbo Maiga,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Fali Candé,Metz,FRA-Ligue 1,2324,Defensa / Suplente,0,1,4,0
Georges Mikautadze,Metz,FRA-Ligue 1,2324,Delantero,13,4,0,1
Guillaume Dietsch,Metz,FRA-Ligue 1,2324,Suplente,0,0,0,0
Ibou Sané,Metz,FRA-Ligue 1,2324,Suplente,1,0,1,0
Ismael Traoré,Metz,FRA-Ligue 1,2324,Defensa / Suplente,2,0,2,0
Jean N'Guessan,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Joel Asoro,Metz,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,2,1,2,0
Joseph N'Duquidi,Metz,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,2,0
Kevin N'Doram,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,0,2,4,0
Koffi Kouao,Metz,FRA-Ligue 1,2324,Defensa / Suplente,0,2,2,0
Kévin Van Den Kerkhof,Metz,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,2,2,0
Lamine Camara,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,1,4,3,0
Malick Mbaye,Metz,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Matthieu Udol,Metz,FRA-Ligue 1,2324,Defensa,3,3,5,0
Maxime Colin,Metz,FRA-Ligue 1,2324,Defensa,0,0,3,0
Papa Amadou Diallo,Metz,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,2,1,1,0
Sadibou Sané,Metz,FRA-Ligue 1,2324,Defensa / Suplente,0,0,1,0
Simon Elisor,Metz,FRA-Ligue 1,2324,Delantero / Suplente,1,0,1,0
Youssef Maziz,Metz,FRA-Ligue 1,2324,Centrocampista,1,0,0,0
Óscar Estupiñán,Metz,FRA-Ligue 1,2324,Delantero / Suplente,0,0,0,0
Aleksandr Golovin,Monaco,FRA-Ligue 1,2324,Delantero / Centrocampista,6,6,8,1
Antonin Cartillier,Monaco,FRA-Ligue 1,2324,Suplente,0,0,0,0
Ben Seghir,Monaco,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,2,1,0,1
Breel Embolo,Monaco,FRA-Ligue 1,2324,Delantero / Suplente,1,0,0,0
Caio Henrique,Monaco,FRA-Ligue 1,2324,Defensa / Suplente,0,5,0,0
Denis Zakaria,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,4,0,9,2
Edan Diop,Monaco,FRA-Ligue 1,2324,Suplente,0,0,3,0
Eliot Matazo,Monaco,FRA-Ligue 1,2324,Suplente,0,1,2,0
Folarin Balogun,Monaco,FRA-Ligue 1,2324,Delantero / Suplente,7,5,1,0
Guillermo Maripán,Monaco,FRA-Ligue 1,2324,Defensa / Suplente,1,0,0,1
Ismail Jakobs,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,2,0,0
Kassoum Ouattara,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,0,2,0
Krépin Diatta,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,2,2,0
Lucas Michal,Monaco,FRA-Ligue 1,2324,Suplente,0,0,0,0
Maghnes Akliouche,Monaco,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,7,4,5,0
Mamadou Coulibaly,Monaco,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Mohamed Camara,Monaco,FRA-Ligue 1,2324,Centrocampista / Suplente,1,2,4,0
Mohammed Salisu,Monaco,FRA-Ligue 1,2324,Defensa / Suplente,0,1,2,0
Myron Boadu,Monaco,FRA-Ligue 1,2324,Suplente,1,0,0,0
Philipp Köhn,Monaco,FRA-Ligue 1,2324,Portero,0,0,0,0
Radoslaw Majecki,Monaco,FRA-Ligue 1,2324,Portero,0,0,1,0
Saïmon Bouabré,Monaco,FRA-Ligue 1,2324,Suplente,0,0,0,0
Soungoutou Magassa,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,7,0
Takumi Minamino,Monaco,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,10,6,4,0
Thilo Kehrer,Monaco,FRA-Ligue 1,2324,Defensa,1,1,2,1
Vanderson,Monaco,FRA-Ligue 1,2324,Defensa / Centrocampista,3,1,4,1
Wilfried Stephane Singo,Monaco,FRA-Ligue 1,2324,Defensa / Suplente,1,1,8,1
Wissam Ben Yedder,Monaco,FRA-Ligue 1,2324,Delantero / Suplente,16,2,2,0
Youssouf Fofana,Monaco,FRA-Ligue 1,2324,Centrocampista / Suplente,4,4,3,0
Akor Adams,Montpellier,FRA-Ligue 1,2324,Delantero / Suplente,8,1,2,0
Arnaud Nordin,Montpellier,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,6,3,1,1
Axel Gueguin,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,0,0,0,0
Becir Omeragic,Montpellier,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,4,0
Benjamin Lecomte,Montpellier,FRA-Ligue 1,2324,Portero,0,1,1,0
Christopher Jullien,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,1,0,5,0
Dimitry Bertaud,Montpellier,FRA-Ligue 1,2324,Portero,0,0,0,0
Enzo Tchato Mbiayi,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,0
Falaye Sacko,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,0,1,0,0
Issiaga Sylla,Montpellier,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,2,3,0
Jordan Ferri,Montpellier,FRA-Ligue 1,2324,Centrocampista / Suplente,1,1,5,0
Joris Chotard,Montpellier,FRA-Ligue 1,2324,Centrocampista / Suplente,0,3,5,0
Kelvin Yeboah,Montpellier,FRA-Ligue 1,2324,Suplente,0,0,0,0
Khalil Fayad,Montpellier,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,0,2,0
Kiki Kouyate,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,0,2,5,1
Lucas Mincarelli Davin,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,1,1,1,1
Léo Leroy,Montpellier,FRA-Ligue 1,2324,Centrocampista / Suplente,0,1,3,0
Mamadou Sakho,Montpellier,FRA-Ligue 1,2324,Suplente,0,0,0,0
Maxime Estève,Montpellier,FRA-Ligue 1,2324,Defensa,1,1,1,1
Modibo Sagnan,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,2,0,5,0
Mousa Al Tamari,Montpellier,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,5,2,0,0
Othmane Maamma,Montpellier,FRA-Ligue 1,2324,Delantero / Suplente,1,0,0,0
Sacha Delaye,Montpellier,FRA-Ligue 1,2324,Suplente,0,0,1,0
Silvan Hefti,Montpellier,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,1,1,0
Tanguy Coulibaly,Montpellier,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,0,2,0
Theo Sainte Luce,Montpellier,FRA-Ligue 1,2324,Defensa / Suplente,0,0,1,0
Téji Savanier,Montpellier,FRA-Ligue 1,2324,Centrocampista,9,7,8,1
Wahbi Khazri,Montpellier,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,1,0,6,0
Yanis Issoufou,Montpellier,FRA-Ligue 1,2324,Suplente,0,0,0,0
Yann Karamoh,Montpellier,FRA-Ligue 1,2324,Delantero / Suplente,1,0,1,0
Abdoul Kader Bamba,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,2,1,2,0
Adel Mahamoud,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Adson,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Alban Lafont,Nantes,FRA-Ligue 1,2324,Portero,0,0,2,0
Bastien Meupiyou,Nantes,FRA-Ligue 1,2324,Defensa,0,0,0,1
Bénie Traoré,Nantes,FRA-Ligue 1,2324,Delantero / Suplente,0,1,1,1
Denis Petric,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Douglas Augusto,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,7,0
Enzo Mongo,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Eray Cömert,Nantes,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,2,0,5,0
Fabien Centonze,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Florent Mollet,Nantes,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,4,4,4,0
Hugo Boutsingkham,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Ignatius Ganago,Nantes,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,0,0,0
Jaouen Hadjam,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Jean-Charles Castelletto,Nantes,FRA-Ligue 1,2324,Defensa,2,0,5,0
Jean-Kevin Duverne,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,0,4,0
Kelvin Adou,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,1,2,0
Lamine Diack,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Marcus Coco,Nantes,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,0,2,0
Marquinhos,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Matthis Abline,Nantes,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,5,0,1,0
Moses Simon,Nantes,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,5,0,0
Mostafa Mohamed,Nantes,FRA-Ligue 1,2324,Delantero / Suplente,8,2,3,1
Moussa Sissoko,Nantes,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,0,7,0
Nathan Zeze,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,0,1,0
Nicolas Cozza,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,0
Nicolas Pallois,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,1,5,0
Pedro Chirivella,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,1,1,5,0
Remy Descamps,Nantes,FRA-Ligue 1,2324,Portero,0,0,1,0
Ronael Pierre Gabriel,Nantes,FRA-Ligue 1,2324,Defensa / Suplente,0,0,3,0
Samuel Moutoussamy,Nantes,FRA-Ligue 1,2324,Centrocampista / Suplente,1,0,2,0
Stredair Appuah,Nantes,FRA-Ligue 1,2324,Suplente,0,0,0,0
Alexis Claude Maurice,Nice,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Aliou Balde,Nice,FRA-Ligue 1,2324,Suplente,0,0,0,0
Antoine Mendy,Nice,FRA-Ligue 1,2324,Defensa / Suplente,0,0,0,0
Dante,Nice,FRA-Ligue 1,2324,Defensa,1,1,5,1
Daouda Traoré,Nice,FRA-Ligue 1,2324,Suplente,0,0,0,0
Evann Guessand,Nice,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,6,0,1,0
Gaetan Laborde,Nice,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,5,2,2,0
Hichem Boudaoui,Nice,FRA-Ligue 1,2324,Centrocampista / Suplente,2,0,5,0
Jean-Clair Todibo,Nice,FRA-Ligue 1,2324,Defensa,0,2,2,1
Jeremie Boga,Nice,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,6,6,1,0
Jordan Lotomba,Nice,FRA-Ligue 1,2324,Defensa / Suplente,1,0,4,0
Kephren Thuram,Nice,FRA-Ligue 1,2324,Centrocampista / Suplente,1,1,7,0
Marcin Bulka,Nice,FRA-Ligue 1,2324,Portero,0,0,2,0
Melvin Bard,Nice,FRA-Ligue 1,2324,Defensa / Suplente,1,2,7,1
Mohamed Ali-Cho,Nice,FRA-Ligue 1,2324,Delantero / Suplente,1,2,2,0
Morgan Sanson,Nice,FRA-Ligue 1,2324,Centrocampista / Suplente,2,3,4,0
Pablo Rosario,Nice,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,4,0
Reda Belahyane,Nice,FRA-Ligue 1,2324,Suplente,0,0,0,0
Romain Perraud,Nice,FRA-Ligue 1,2324,Defensa / Suplente,0,1,2,0
Sofiane Diop,Nice,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,0,0,0
Terem Igobor Moffi,Nice,FRA-Ligue 1,2324,Delantero / Suplente,11,2,4,0
Tom Louchet,Nice,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,1,1,0
Valentin Rosier,Nice,FRA-Ligue 1,2324,Suplente,0,0,0,0
Youcef Atal,Nice,FRA-Ligue 1,2324,Defensa / Suplente,1,0,2,0
Youssouf Ndayishimiye,Nice,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,6,1
Achraf Hakimi,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,4,5,3,0
Arnau Tenas,Paris Saint Germain,FRA-Ligue 1,2324,Portero / Suplente,0,1,0,0
Beraldo,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,1,0,4,1
Carlos Soler,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,2,2,1,0
Cher Ndour,Paris Saint Germain,FRA-Ligue 1,2324,Suplente,0,0,1,0
Danilo Pereira,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,0
Ethan Mbappé,Paris Saint Germain,FRA-Ligue 1,2324,Suplente,0,0,0,0
Fabián,Paris Saint Germain,FRA-Ligue 1,2324,Centrocampista / Suplente,1,3,3,0
Gianluigi Donnarumma,Paris Saint Germain,FRA-Ligue 1,2324,Portero,0,0,3,1
Gonçalo Ramos,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Suplente,11,1,1,0
Hugo Ekitike,Paris Saint Germain,FRA-Ligue 1,2324,Suplente,0,0,0,0
Keylor Navas,Paris Saint Germain,FRA-Ligue 1,2324,Portero,0,0,0,0
Kylian Mbappe-Lottin,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,27,7,4,0
Layvin Kurzawa,Paris Saint Germain,FRA-Ligue 1,2324,Suplente,0,0,0,0
Lee Kang-In,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,3,4,2,0
Lucas Hernández,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,1,1,6,0
Manuel Ugarte,Paris Saint Germain,FRA-Ligue 1,2324,Centrocampista / Suplente,0,2,5,0
Marco Asensio,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,4,5,0,0
Marquinhos,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,0,1,1,0
Milan Skriniar,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,0,0,1,0
Nordi Mukiele,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,0,0,2,0
Nuno Mendes,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,1,1,3,0
Ousmane Dembélé,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,3,8,0,0
Randal Kolo Muani,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,6,5,1,0
Senny Mayulu,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,0,1,0,0
Vitinha,Paris Saint Germain,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,7,4,0,0
Warren Zaïre-Emery,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,2,3,4,0
Yoram Zague,Paris Saint Germain,FRA-Ligue 1,2324,Defensa / Suplente,1,0,1,0
Abdoul Koné,Reims,FRA-Ligue 1,2324,Defensa,0,0,1,0
Adama Bojang,Reims,FRA-Ligue 1,2324,Suplente,0,0,1,0
Amadou Koné,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,2,1
Amine Salama,Reims,FRA-Ligue 1,2324,Delantero / Suplente,0,0,0,0
Amir Richardson,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,3,1,4,0
Azor Matusiwa,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,1,1,5,0
Benjamin Stambouli,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,0,1,4,0
Christ Mbondi,Reims,FRA-Ligue 1,2324,Suplente,0,0,0,0
Emmanuel Agbadou,Reims,FRA-Ligue 1,2324,Defensa / Suplente,1,1,1,0
Ibrahim Diakité,Reims,FRA-Ligue 1,2324,Defensa / Suplente,0,0,0,0
Joseph Okumu,Reims,FRA-Ligue 1,2324,Defensa / Suplente,1,0,3,0
Joshua Wilson-Esbrand,Reims,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,1,1,1,0
Junya Ito,Reims,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista,3,7,2,0
Keito Nakamura,Reims,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,4,1,1,0
Mamadou Diakhon,Reims,FRA-Ligue 1,2324,Delantero / Suplente,0,0,0,0
Marshall Munetsi,Reims,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,4,3,5,0
Maxime Busi,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,1,0
Mohamed Daramy,Reims,FRA-Ligue 1,2324,Delantero / Centrocampista / Suplente,5,5,0,0
Oumar Diakité,Reims,FRA-Ligue 1,2324,Delantero / Suplente,5,1,4,0
Reda Khadra,Reims,FRA-Ligue 1,2324,Defensa / Delantero / Centrocampista / Suplente,1,3,1,0
Sergio Akieme,Reims,FRA-Ligue 1,2324,Defensa / Suplente,2,0,2,0
Teddy Teuma,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,6,3,7,0
Thibault De Smet,Reims,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,0,7,1
Thomas Foket,Reims,FRA-Ligue 1,2324,Defensa / Centrocampista / Suplente,0,1,7,1
Thérence Koudou,Reims,FRA-Ligue 1,2324,Defensa / Suplente,0,0,3,0
Valentin Atangana Edoa,Reims,FRA-Ligue 1,2324,Centrocampista / Suplente,0,0,0,0
Yaya Fofana,Reims,FRA-Ligue 1,2324,Suplente,0,0,0,0
Yehvann Diouf,Reims,FRA-Ligue 1,2324,Portero,0,0,0,0
