Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Davy Klaassen,Werder Bremen,GER-Bundesliga,2021,Centrocampista,0,0,1,0
Eren Sami Dinkci,Werder Bremen,GER-Bundesliga,2021,Centrocampista / Suplente,1,0,0,1
Felix Agu,Werder Bremen,GER-Bundesliga,2021,Defensa / Suplente,1,0,0,0
Ilia Gruev,Werder Bremen,GER-Bundesliga,2021,Suplente,0,0,0,0
Jean-Manuel Mbom,Werder Bremen,GER-Bundesliga,2021,Defensa / Centrocampista / Suplente,0,1,7,0
Jiri Pavlenka,Werder Bremen,GER-Bundesliga,2021,Portero,0,0,2,0
Johannes Eggestein,Werder Bremen,GER-Bundesliga,2021,Suplente,0,0,0,0
Joshua Sargent,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,5,2,7,0
Kevin Möhwald,Werder Bremen,GER-Bundesliga,2021,Centrocampista / Suplente,5,1,2,1
Leonardo Bittencourt,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,4,1,3,0
Ludwig Augustinsson,Werder Bremen,GER-Bundesliga,2021,Defensa / Centrocampista / Suplente,0,4,4,0
Marco Friedl,Werder Bremen,GER-Bundesliga,2021,Defensa / Suplente,0,0,6,0
Maximilian Eggestein,Werder Bremen,GER-Bundesliga,2021,Centrocampista,2,5,5,0
Milos Veljkovic,Werder Bremen,GER-Bundesliga,2021,Defensa / Suplente,0,0,1,0
Milot Rashica,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,3,1,0,0
Nick Woltemade,Werder Bremen,GER-Bundesliga,2021,Centrocampista / Suplente,0,0,1,0
Niclas Füllkrug,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,6,0,1,0
Niklas Moisander,Werder Bremen,GER-Bundesliga,2021,Defensa / Suplente,0,0,3,0
Patrick Erras,Werder Bremen,GER-Bundesliga,2021,Suplente,0,0,0,0
Philipp Bargfrede,Werder Bremen,GER-Bundesliga,2021,Suplente,0,0,0,0
Romano Schmid,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,0,3,2,0
Tahith Chong,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,0,1,1,0
Theodor Gebre Selassie,Werder Bremen,GER-Bundesliga,2021,Defensa / Centrocampista,3,1,3,0
Yuya Osako,Werder Bremen,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,0,1,3,0
Ömer Toprak,Werder Bremen,GER-Bundesliga,2021,Defensa / Suplente,2,0,1,0
Admir Mehmedi,Wolfsburg,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,0,2,1,0
Bartosz Bialek,Wolfsburg,GER-Bundesliga,2021,Delantero / Suplente,2,0,1,0
Daniel Ginczek,Wolfsburg,GER-Bundesliga,2021,Delantero / Suplente,0,0,0,0
Felix Klaus,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,0,0,0,0
Joao Victor,Wolfsburg,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,1,1,0,0
John Brooks,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,2,0,5,0
Josip Brekalo,Wolfsburg,GER-Bundesliga,2021,Delantero / Centrocampista / Suplente,7,3,1,0
Josuha Guilavogui,Wolfsburg,GER-Bundesliga,2021,Defensa / Centrocampista / Suplente,0,0,3,0
Jérôme Roussillon,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,0,2,0,0
Kevin Mbabu,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,0,1,7,0
Koen Casteels,Wolfsburg,GER-Bundesliga,2021,Portero,0,0,0,0
Marin Pongracic,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,0,0,0,1
Maxence Lacroix,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,1,1,4,0
Maximilian Arnold,Wolfsburg,GER-Bundesliga,2021,Centrocampista,3,6,7,1
Maximilian Philipp,Wolfsburg,GER-Bundesliga,2021,Centrocampista / Suplente,6,2,3,0
Omar Marmoush,Wolfsburg,GER-Bundesliga,2021,Suplente,0,0,0,0
Paulo Otávio,Wolfsburg,GER-Bundesliga,2021,Defensa / Suplente,0,2,7,1
Pavao Pervan,Wolfsburg,GER-Bundesliga,2021,Portero,0,0,0,0
Renato Steffen,Wolfsburg,GER-Bundesliga,2021,Defensa / Centrocampista / Suplente,5,4,3,0
Tim Siersleben,Wolfsburg,GER-Bundesliga,2021,Suplente,0,0,0,0
Wout Weghorst,Wolfsburg,GER-Bundesliga,2021,Delantero / Suplente,20,8,3,0
Xaver Schlager,Wolfsburg,GER-Bundesliga,2021,Centrocampista / Suplente,2,4,7,0
Yannick Gerhardt,Wolfsburg,GER-Bundesliga,2021,Defensa / Centrocampista / Suplente,2,4,3,0
Yunus Malli,Wolfsburg,GER-Bundesliga,2021,Centrocampista,0,0,0,0
Alessio Romagnoli,AC Milan,ITA-Serie A,2021,Defensa / Suplente,1,1,7,0
Alexis Saelemaekers,AC Milan,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,2,4,5,1
Andrea Conti,AC Milan,ITA-Serie A,2021,Defensa / Suplente,0,0,3,0
Ante Rebic,AC Milan,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,11,4,4,1
Brahim Diaz,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,4,3,2,0
Ciprian Tatarusanu,AC Milan,ITA-Serie A,2021,Portero,0,0,0,0
Daniel Maldini,AC Milan,ITA-Serie A,2021,Suplente,0,0,0,0
Davide Calabria,AC Milan,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,2,1,7,0
Diogo Dalot,AC Milan,ITA-Serie A,2021,Defensa / Suplente,1,1,5,0
Fikayo Tomori,AC Milan,ITA-Serie A,2021,Defensa / Suplente,1,0,0,0
Franck Kessié,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,13,4,8,0
Gianluigi Donnarumma,AC Milan,ITA-Serie A,2021,Portero,0,0,1,0
Hakan Calhanoglu,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,4,9,4,0
Ismael Bennacer,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,0,2,4,0
Jens Petter Hauge,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,2,0,0,0
Lorenzo Colombo,AC Milan,ITA-Serie A,2021,Delantero / Suplente,0,0,0,0
Léo Duarte,AC Milan,ITA-Serie A,2021,Suplente,0,0,0,0
Mario Mandzukic,AC Milan,ITA-Serie A,2021,Delantero / Suplente,0,0,1,0
Mateo Musacchio,AC Milan,ITA-Serie A,2021,Defensa / Suplente,0,0,2,0
Matteo Gabbia,AC Milan,ITA-Serie A,2021,Defensa / Suplente,0,0,2,0
Pierre Kalulu Kyatengwa,AC Milan,ITA-Serie A,2021,Defensa / Suplente,1,1,1,0
Rade Krunic,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,1,2,3,0
Rafael Leão,AC Milan,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,6,6,5,0
Samu Castillejo,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,1,0,5,0
Sandro Tonali,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,0,0,1,1
Simon Kjaer,AC Milan,ITA-Serie A,2021,Defensa,0,2,3,0
Soualiho Meité,AC Milan,ITA-Serie A,2021,Centrocampista / Suplente,1,1,2,0
Theo Hernández,AC Milan,ITA-Serie A,2021,Defensa,7,5,9,0
Zlatan Ibrahimovic,AC Milan,ITA-Serie A,2021,Delantero / Suplente,15,2,2,1
Alejandro Gomez,Atalanta,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,4,2,0,0
Aleksey Miranchuk,Atalanta,ITA-Serie A,2021,Centrocampista / Suplente,4,2,0,0
Amad Diallo Traore,Atalanta,ITA-Serie A,2021,Suplente,0,0,1,0
Berat Gjimshiti,Atalanta,ITA-Serie A,2021,Defensa / Suplente,0,3,8,0
Bosko Sutalo,Atalanta,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Cristian Romero,Atalanta,ITA-Serie A,2021,Defensa / Suplente,2,2,10,0
Cristiano Piccini,Atalanta,ITA-Serie A,2021,Suplente,0,0,0,0
Davide Ghislandi,Atalanta,ITA-Serie A,2021,Suplente,0,0,0,0
Duván Zapata,Atalanta,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,15,9,0,0
Emmanuel Gyabuaa,Atalanta,ITA-Serie A,2021,Suplente,0,0,0,0
Fabio Depaoli,Atalanta,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,2,0
Hans Hateboer,Atalanta,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,2,1,3,0
Joakim Maehle,Atalanta,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,2,0,0
Johan Mojica,Atalanta,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,1,0
Josip Ilicic,Atalanta,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,6,9,2,0
José Luis Palomino,Atalanta,ITA-Serie A,2021,Defensa / Suplente,1,2,3,0
Luis Muriel,Atalanta,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,22,8,0,0
Marco Sportiello,Atalanta,ITA-Serie A,2021,Portero / Suplente,0,0,0,0
Mario Pasalic,Atalanta,ITA-Serie A,2021,Centrocampista / Suplente,6,2,2,0
Marten de Roon,Atalanta,ITA-Serie A,2021,Centrocampista / Suplente,1,1,8,1
Matteo Pessina,Atalanta,ITA-Serie A,2021,Centrocampista / Suplente,2,2,2,0
Matteo Ruggeri,Atalanta,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Mattia Caldara,Atalanta,ITA-Serie A,2021,Defensa / Suplente,0,0,1,0
Pierluigi Gollini,Atalanta,ITA-Serie A,2021,Portero,0,0,0,1
Rafael Toloi,Atalanta,ITA-Serie A,2021,Defensa / Suplente,2,0,10,0
Remo Freuler,Atalanta,ITA-Serie A,2021,Centrocampista / Suplente,2,3,5,0
Robin Gosens,Atalanta,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,11,6,7,1
Ruslan Malinovskiy,Atalanta,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,8,12,3,0
Sam Lammers,Atalanta,ITA-Serie A,2021,Delantero / Suplente,2,0,0,0
Viktor Kovalenko,Atalanta,ITA-Serie A,2021,Suplente,0,0,0,0
Adolfo Gaich,Benevento,ITA-Serie A,2021,Delantero / Suplente,2,0,1,0
Alessandro Tuia,Benevento,ITA-Serie A,2021,Defensa / Suplente,1,0,6,0
Amadou Diambo,Benevento,ITA-Serie A,2021,Suplente,0,0,0,0
Andrés Tello,Benevento,ITA-Serie A,2021,Defensa / Suplente,1,0,2,0
Artur Ionita,Benevento,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,2,0,6,0
Bryan Dabo,Benevento,ITA-Serie A,2021,Centrocampista / Suplente,0,0,5,0
Christian Maggio,Benevento,ITA-Serie A,2021,Defensa / Suplente,0,0,2,0
Christian Pastina,Benevento,ITA-Serie A,2021,Suplente,0,1,1,0
Daam Foulon,Benevento,ITA-Serie A,2021,Defensa / Suplente,0,1,4,0
Federico Barba,Benevento,ITA-Serie A,2021,Defensa / Suplente,0,2,8,0
Gabriele Moncini,Benevento,ITA-Serie A,2021,Delantero / Suplente,0,0,0,0
Gaetano Letizia,Benevento,ITA-Serie A,2021,Defensa / Suplente,3,1,2,0
Gianluca Caprari,Benevento,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,5,6,4,1
Gianluca Lapadula,Benevento,ITA-Serie A,2021,Delantero / Suplente,8,2,2,0
Giuseppe Di Serio,Benevento,ITA-Serie A,2021,Delantero / Suplente,0,0,1,0
Iago Falque,Benevento,ITA-Serie A,2021,Centrocampista / Suplente,1,1,0,0
Kamil Glik,Benevento,ITA-Serie A,2021,Defensa,2,1,7,1
Lorenzo Del Pinto,Benevento,ITA-Serie A,2021,Suplente,0,0,0,0
Lorenzo Montipò,Benevento,ITA-Serie A,2021,Portero,0,0,3,0
Luca Caldirola,Benevento,ITA-Serie A,2021,Defensa / Suplente,2,0,3,1
Marco Sau,Benevento,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,4,2,1,1
Nicolas Viola,Benevento,ITA-Serie A,2021,Centrocampista / Suplente,5,3,0,0
Nicolò Manfredini,Benevento,ITA-Serie A,2021,Portero,0,0,0,0
Pasquale Schiattarella,Benevento,ITA-Serie A,2021,Centrocampista / Suplente,1,1,13,1
Perparim Hetemaj,Benevento,ITA-Serie A,2021,Centrocampista / Suplente,0,2,5,0
Riccardo Improta,Benevento,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,1,0,7,0
Roberto Insigne,Benevento,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,2,4,2,0
Siriki Sanogo,Benevento,ITA-Serie A,2021,Suplente,0,0,0,0
Aaron Hickey,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,0,3,1
Adama Soumaoro,Bologna,ITA-Serie A,2021,Defensa / Suplente,1,0,4,0
Andrea Poli,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,1,0,1,0
Andreas Skov Olsen,Bologna,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,2,2,1,0
Andri Fannar Baldursson,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,0,0,2,0
Antonio Raimondo,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Arturo Calabresi,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Danilo,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,1,7,0
Edoardo Vergani,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Emanuel Vignato,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,1,4,4,0
Federico Ravaglia,Bologna,ITA-Serie A,2021,Portero,0,0,0,0
Federico Santander,Bologna,ITA-Serie A,2021,Suplente,0,1,0,0
Gary Medel,Bologna,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,1,1,0
Ibrahima Mbaye,Bologna,ITA-Serie A,2021,Defensa / Suplente,1,0,2,0
Jerdy Schouten,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,1,1,8,1
Kacper Urbanski,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Lorenzo De Silvestri,Bologna,ITA-Serie A,2021,Defensa / Suplente,2,0,4,0
Lukasz Skorupski,Bologna,ITA-Serie A,2021,Portero,0,0,1,0
Mattia Pagliuca,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Mattias Svanberg,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,5,2,6,1
Mitchell Dijks,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,0,5,1
Musa Barrow,Bologna,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,8,8,0,0
Musa Juwara,Bologna,ITA-Serie A,2021,Suplente,0,0,1,0
Nehuén Paz,Bologna,ITA-Serie A,2021,Defensa / Suplente,1,0,0,0
Nicola Sansone,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,2,2,2,0
Nicolás Domínguez,Bologna,ITA-Serie A,2021,Centrocampista / Suplente,1,0,8,0
Omar Khailoti,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Paolo Faragò,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,0,2,0
Riccardo Orsolini,Bologna,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,7,3,0,0
Roberto Soriano,Bologna,ITA-Serie A,2021,Delantero / Centrocampista,9,6,5,0
Rodrigo Palacio,Bologna,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,5,5,5,0
Simone Rabbi,Bologna,ITA-Serie A,2021,Suplente,0,1,0,0
Stefano Denswil,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Takehiro Tomiyasu,Bologna,ITA-Serie A,2021,Defensa,2,0,4,0
Valentin Antov,Bologna,ITA-Serie A,2021,Defensa / Suplente,0,0,1,0
Wisdom Amey,Bologna,ITA-Serie A,2021,Suplente,0,0,0,0
Ângelo Da Costa,Bologna,ITA-Serie A,2021,Portero,0,0,2,0
Adam Ounas,Cagliari,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,4,3,1,0
Alberto Cerri,Cagliari,ITA-Serie A,2021,Delantero / Suplente,1,0,1,0
Alessandro Deiola,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,0,0,3,0
Alessandro Tripaldelli,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,0,1,0
Alessio Cragno,Cagliari,ITA-Serie A,2021,Portero,0,0,1,0
Alfred Duncan,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,0,1,2,0
Andrea Carboni,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,1,2,0
Charalampos Lykogiannis,Cagliari,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,4,2,6,2
Christian Oliva,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,0,1,2,0
Daniele Rugani,Cagliari,ITA-Serie A,2021,Defensa / Suplente,1,1,2,0
Diego Godín,Cagliari,ITA-Serie A,2021,Defensa,1,0,3,0
Fabio Pisacane,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,0,1,0
Fabrizio Caligara,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,0,0,2,0
Gabriele Zappa,Cagliari,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,4,3,0
Gastón Pereiro,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,2,2,0,0
Giovanni Simeone,Cagliari,ITA-Serie A,2021,Delantero / Suplente,6,2,1,0
Guglielmo Vicario,Cagliari,ITA-Serie A,2021,Portero,0,0,0,0
João Pedro,Cagliari,ITA-Serie A,2021,Delantero / Centrocampista,16,3,4,0
Kiril Despodov,Cagliari,ITA-Serie A,2021,Suplente,0,0,0,0
Kwadwo Asamoah,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Leonardo Pavoletti,Cagliari,ITA-Serie A,2021,Delantero / Suplente,4,3,8,0
Luca Ceppitelli,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,0,3,0
Marko Rog,Cagliari,ITA-Serie A,2021,Centrocampista,0,0,2,0
Matteo Tramoni,Cagliari,ITA-Serie A,2021,Suplente,0,0,1,0
Nahitan Nández,Cagliari,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,2,2,8,1
Radja Nainggolan,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,1,0,5,0
Ragnar Klavan,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,0,1,0
Razvan Marin,Cagliari,ITA-Serie A,2021,Centrocampista / Suplente,3,6,6,0
Riccardo Sottil,Cagliari,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,2,1,3,0
Sebastian Walukiewicz,Cagliari,ITA-Serie A,2021,Defensa / Suplente,0,1,1,0
Ahmed Benali,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,0,1,2,0
Alex Cordaz,Crotone,ITA-Serie A,2021,Portero,0,0,1,0
Andrea Rispoli,Crotone,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,4,0
Antonio Mazzotta,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,0,0,1,0
Arkadiusz Reca,Crotone,ITA-Serie A,2021,Defensa / Suplente,2,3,7,0
Augustus Kargbo,Crotone,ITA-Serie A,2021,Suplente,0,0,0,0
Denis Dragus,Crotone,ITA-Serie A,2021,Delantero / Suplente,0,0,1,0
Eduardo Henrique,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,1,0,4,0
Emmanuel Rivière,Crotone,ITA-Serie A,2021,Delantero / Suplente,1,1,2,0
Gian Marco Crespi,Crotone,ITA-Serie A,2021,Portero,0,0,0,0
Giovanni Crociata,Crotone,ITA-Serie A,2021,Suplente,0,0,0,0
Giuseppe Cuomo,Crotone,ITA-Serie A,2021,Defensa / Suplente,0,0,4,0
Jacopo Petriccione,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,0,0,5,1
Junior Messias,Crotone,ITA-Serie A,2021,Delantero / Centrocampista,9,4,6,0
Koffi Djidji,Crotone,ITA-Serie A,2021,Defensa / Suplente,1,0,4,0
Lisandro Magallán,Crotone,ITA-Serie A,2021,Defensa / Suplente,1,2,10,0
Luca Cigarini,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,0,0,3,1
Luca Marrone,Crotone,ITA-Serie A,2021,Defensa / Suplente,0,0,8,0
Luca Siligardi,Crotone,ITA-Serie A,2021,Suplente,0,0,0,0
Luis Rojas,Crotone,ITA-Serie A,2021,Suplente,0,0,1,0
Marco Festa,Crotone,ITA-Serie A,2021,Portero,0,0,0,0
Milos Vulic,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,1,1,2,0
Niccolò Zanellato,Crotone,ITA-Serie A,2021,Centrocampista / Suplente,1,1,3,0
Pedro Pereira,Crotone,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,4,6,0
Salvatore Molina,Crotone,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,1,4,1,0
Samuel Di Carmine,Crotone,ITA-Serie A,2021,Delantero / Suplente,0,0,2,0
Sebastiano Luperto,Crotone,ITA-Serie A,2021,Defensa / Suplente,0,0,3,1
Simy,Crotone,ITA-Serie A,2021,Delantero / Suplente,20,2,1,0
Tomislav Gomelt,Crotone,ITA-Serie A,2021,Suplente,0,0,0,0
Vladimir Golemic,Crotone,ITA-Serie A,2021,Defensa / Suplente,2,0,4,1
Aleksandr Kokorin,Fiorentina,ITA-Serie A,2021,Suplente,0,0,1,0
Antonio Barreca,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Bartlomiej Dragowski,Fiorentina,ITA-Serie A,2021,Portero,0,1,0,0
Borja Valero,Fiorentina,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,0,0,3,0
Christian Kouamé,Fiorentina,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,1,1,4,0
Cristiano Biraghi,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,1,5,8,0
Dusan Vlahovic,Fiorentina,ITA-Serie A,2021,Delantero / Suplente,21,3,1,0
Erick Pulgar,Fiorentina,ITA-Serie A,2021,Centrocampista / Suplente,1,3,8,0
Federico Ceccherini,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,0,10,0
Federico Chiesa,Fiorentina,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,9,9,3,1
Franck Ribéry,Fiorentina,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,2,6,6,1
Gaetano Castrovilli,Fiorentina,ITA-Serie A,2021,Centrocampista / Suplente,5,3,8,1
Germán Pezzella,Fiorentina,ITA-Serie A,2021,Defensa,1,0,5,0
Giacomo Bonaventura,Fiorentina,ITA-Serie A,2021,Centrocampista / Suplente,3,2,5,0
Igor Julio,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,0,5,0
José Callejón,Fiorentina,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,0,1,0,0
Kevin Malcuit,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Lorenzo Venuti,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,1,3,0
Lucas Martínez Quarta,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,1,0,4,1
Martín Cáceres,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,2,2,4,0
Maximiliano Olivera,Fiorentina,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Nikola Milenkovic,Fiorentina,ITA-Serie A,2021,Defensa,3,1,7,1
Patrick Cutrone,Fiorentina,ITA-Serie A,2021,Suplente,0,0,0,0
Pietro Terracciano,Fiorentina,ITA-Serie A,2021,Portero / Suplente,0,0,0,0
Pol Lirola,Fiorentina,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,1,3,0
Riccardo Saponara,Fiorentina,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,2,0,0,1
Sofyan Amrabat,Fiorentina,ITA-Serie A,2021,Centrocampista / Suplente,0,0,7,0
Tòfol Montiel,Fiorentina,ITA-Serie A,2021,Suplente,0,0,0,0
Valentin Eysseric,Fiorentina,ITA-Serie A,2021,Centrocampista / Suplente,2,0,2,0
Alberto Paleari,Genoa,ITA-Serie A,2021,Portero / Suplente,0,0,0,0
Andrea Masiello,Genoa,ITA-Serie A,2021,Defensa,0,0,6,0
Cristian Zapata,Genoa,ITA-Serie A,2021,Defensa,0,0,2,0
Davide Biraschi,Genoa,ITA-Serie A,2021,Defensa / Suplente,0,0,2,0
Davide Zappacosta,Genoa,ITA-Serie A,2021,Defensa / Suplente,4,2,3,0
Domenico Criscito,Genoa,ITA-Serie A,2021,Defensa / Suplente,1,0,6,0
Edoardo Goldaniga,Genoa,ITA-Serie A,2021,Defensa / Suplente,0,1,8,0
Eldor Shomurodov,Genoa,ITA-Serie A,2021,Delantero / Suplente,8,1,1,0
Federico Marchetti,Genoa,ITA-Serie A,2021,Portero,0,0,0,0
Filippo Melegoni,Genoa,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,1,0
Francesco Cassata,Genoa,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,2,0
Gianluca Scamacca,Genoa,ITA-Serie A,2021,Delantero / Suplente,8,2,1,0
Giuseppe Caso,Genoa,ITA-Serie A,2021,Suplente,0,0,0,0
Goran Pandev,Genoa,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,7,3,5,0
Ivan Radovanovic,Genoa,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,0,6,0
Jérôme Onguéné,Genoa,ITA-Serie A,2021,Defensa / Suplente,0,0,0,0
Kevin Strootman,Genoa,ITA-Serie A,2021,Centrocampista,0,4,7,0
Lennart Czyborra,Genoa,ITA-Serie A,2021,Defensa / Suplente,1,0,2,0
Luca Pellegrini,Genoa,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,1,2,0
Lukas Lerager,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,0,1,0,0
Manolo Portanova,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,0,0,1,0
Marko Pjaca,Genoa,ITA-Serie A,2021,Delantero / Centrocampista / Suplente,3,2,0,0
Mattia Bani,Genoa,ITA-Serie A,2021,Defensa / Suplente,0,0,10,0
Mattia Destro,Genoa,ITA-Serie A,2021,Delantero / Suplente,11,1,5,0
Mattia Perin,Genoa,ITA-Serie A,2021,Portero,0,0,1,1
Miha Zajc,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,1,3,4,0
Milan Badelj,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,1,4,7,0
Nicolo Rovella,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,0,2,4,0
Paolo Ghiglione,Genoa,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,0,4,4,0
Steeve-Mike Eboa Ebongue,Genoa,ITA-Serie A,2021,Suplente,0,1,0,0
Stefano Sturaro,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,1,0,6,0
Valon Behrami,Genoa,ITA-Serie A,2021,Centrocampista / Suplente,0,0,1,1
Vittorio Parigini,Genoa,ITA-Serie A,2021,Suplente,0,0,0,0
Yayah Kallon,Genoa,ITA-Serie A,2021,Suplente,0,0,0,0
Achraf Hakimi,Inter,ITA-Serie A,2021,Defensa / Centrocampista / Suplente,7,8,6,0
Aleksandar Kolarov,Inter,ITA-Serie A,2021,Defensa / Suplente,0,1,0,0
Alessandro Bastoni,Inter,ITA-Serie A,2021,Defensa,0,3,6,0
Alexis Sánchez,Inter,ITA-Serie A,2021,Delantero / Suplente,7,6,0,0
