Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Iván Alejo,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,1,1,5,0
Jairo Izquierdo,Cadiz,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,1,0,4,0
Jens Jonsson,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,0,0,6,0
Jeremías Ledesma,Cadiz,ESP-La Liga,2021,Portero,0,0,0,0
Jon Ander Garrido,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,0,0,1,0
Jorge Pombo,Cadiz,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,0,1,0
José Mari,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,1,0,5,0
Manuel Nieto,Cadiz,ESP-La Liga,2021,Suplente,0,0,0,0
Marc Baró,Cadiz,ESP-La Liga,2021,Defensa,0,0,0,0
Marcos Mauro,Cadiz,ESP-La Liga,2021,Defensa / Suplente,2,0,2,1
Nano,Cadiz,ESP-La Liga,2021,Suplente,0,0,0,0
Pedro Alcalá,Cadiz,ESP-La Liga,2021,Defensa / Suplente,0,0,2,0
Rubén Sobrino,Cadiz,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,0,3,0
Salvi Sánchez,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,2,0,5,0
Sergio González,Cadiz,ESP-La Liga,2021,Centrocampista,0,0,0,0
Yann Bodiger,Cadiz,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Álex Fernández,Cadiz,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,4,1,1,0
Álex Martín,Cadiz,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Álvaro,Cadiz,ESP-La Liga,2021,Delantero / Suplente,2,1,0,0
Álvaro Bastida,Cadiz,ESP-La Liga,2021,Suplente,0,0,0,0
Álvaro Negredo,Cadiz,ESP-La Liga,2021,Delantero / Suplente,8,4,3,1
Aarón Martín,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,0,3,1,0
Alfon,Celta Vigo,ESP-La Liga,2021,Suplente,0,0,0,0
Augusto Solari,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,2,2,2,0
Brais Méndez,Celta Vigo,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,9,0,7,0
Carlos Domínguez,Celta Vigo,ESP-La Liga,2021,Defensa,0,0,2,0
Denis Suárez,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,0,9,10,0
Emre Mor,Celta Vigo,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,0,2,0
Facundo Ferreyra,Celta Vigo,ESP-La Liga,2021,Delantero / Suplente,1,0,3,1
Fran Beltrán,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,3,0,3,0
Gabriel Veiga,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Hugo Mallo,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,3,1,8,0
Hugo Sotelo,Celta Vigo,ESP-La Liga,2021,Suplente,0,0,0,0
Iago Aspas,Celta Vigo,ESP-La Liga,2021,Delantero / Centrocampista,14,13,9,0
Iván Villar,Celta Vigo,ESP-La Liga,2021,Portero / Suplente,0,0,1,0
Jeison Murillo,Celta Vigo,ESP-La Liga,2021,Defensa,2,0,9,1
Jordan Holsgrove,Celta Vigo,ESP-La Liga,2021,Suplente,0,0,0,0
Joseph Aidoo,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
José Manuel Fontán,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,0,0,1,1
Kevin,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
Lautaro de León,Celta Vigo,ESP-La Liga,2021,Suplente,0,0,0,0
Lucas Olaza,Celta Vigo,ESP-La Liga,2021,Defensa,1,3,8,0
Miguel Baeza,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,1,0,0,0
Miguel Rodriguez,Celta Vigo,ESP-La Liga,2021,Suplente,0,0,2,0
Nolito,Celta Vigo,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,7,5,7,0
Néstor Araújo,Celta Vigo,ESP-La Liga,2021,Defensa / Suplente,0,0,5,0
Okay Yokuslu,Celta Vigo,ESP-La Liga,2021,Centrocampista / Suplente,0,0,4,1
Renato Tapia,Celta Vigo,ESP-La Liga,2021,Centrocampista,0,1,11,0
Rubén Blanco,Celta Vigo,ESP-La Liga,2021,Portero,0,0,0,1
Santi Mina,Celta Vigo,ESP-La Liga,2021,Delantero / Suplente,12,3,4,0
Sergio Carreira,Celta Vigo,ESP-La Liga,2021,Defensa,1,0,0,0
Aleix García,Eibar,ESP-La Liga,2021,Centrocampista / Suplente,0,1,1,0
Alejandro Pozo,Eibar,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,0,0,4,0
Anaitz Arbilla,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,1,8,0
Bryan Gil Salvatierra,Eibar,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,4,3,6,0
Damian Kadzior,Eibar,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,0,0,0
Edu Expósito,Eibar,ESP-La Liga,2021,Centrocampista / Suplente,0,3,4,0
Esteban Burgos,Eibar,ESP-La Liga,2021,Defensa / Suplente,3,1,5,0
Eñaut Mendía,Eibar,ESP-La Liga,2021,Centrocampista,0,0,1,0
José Ángel,Eibar,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,3,0
Kike García,Eibar,ESP-La Liga,2021,Delantero / Suplente,12,2,2,1
Kévin Rodrigues,Eibar,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,1,1,1,0
Marko Dmitrovic,Eibar,ESP-La Liga,2021,Portero,1,0,0,0
Miguel Ángel Atienza,Eibar,ESP-La Liga,2021,Centrocampista / Suplente,0,0,1,0
Papakouly Diop,Eibar,ESP-La Liga,2021,Centrocampista / Suplente,1,1,7,2
Paulo Oliveira,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,1,4,0
Pedro Bigas,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Pedro León,Eibar,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,2,2,0
Quique González,Eibar,ESP-La Liga,2021,Suplente,0,0,0,0
Rafa Soares,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,1,2,0
Recio,Eibar,ESP-La Liga,2021,Centrocampista / Suplente,1,0,5,0
Rober Correa,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,2,3,0
Sergi Enrich,Eibar,ESP-La Liga,2021,Delantero / Suplente,3,0,1,0
Sergio Cubero,Eibar,ESP-La Liga,2021,Suplente,0,0,0,0
Sergio Álvarez,Eibar,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,3,0
Takashi Inui,Eibar,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,0,0,0
Tejero,Eibar,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Unai Arietaleanizbeaskoa,Eibar,ESP-La Liga,2021,Suplente,0,0,1,0
Unai Dufur,Eibar,ESP-La Liga,2021,Defensa,0,0,0,0
Yoel,Eibar,ESP-La Liga,2021,Portero / Suplente,0,0,0,0
Yoshinori Muto,Eibar,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,1,1,0
Antonio Barragán,Elche,ESP-La Liga,2021,Defensa / Suplente,0,3,8,0
Cifuentes,Elche,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Dani Calvo,Elche,ESP-La Liga,2021,Defensa / Suplente,2,0,3,0
Diego González,Elche,ESP-La Liga,2021,Defensa / Suplente,1,0,5,0
Edgar Badía,Elche,ESP-La Liga,2021,Portero,0,0,0,0
Emiliano Rigoni,Elche,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,1,5,0
Fidel,Elche,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,6,3,8,0
Gonzalo Verdú,Elche,ESP-La Liga,2021,Defensa,0,2,11,0
Guido Carrillo,Elche,ESP-La Liga,2021,Delantero / Suplente,3,2,3,0
Helibelton Palacios,Elche,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Iván Marcone,Elche,ESP-La Liga,2021,Centrocampista / Suplente,0,0,8,1
Jeison Lucumí,Elche,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Johan Mojica,Elche,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
John Donald,Elche,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Jony Álamo,Elche,ESP-La Liga,2021,Centrocampista,0,0,0,0
Josan,Elche,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,4,2,3,0
Josema,Elche,ESP-La Liga,2021,Defensa / Suplente,0,1,3,0
Juan Sánchez Miño,Elche,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,2,0
Lucas Boyé,Elche,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,7,2,7,1
Luismi,Elche,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,0,0
Nino,Elche,ESP-La Liga,2021,Suplente,0,0,1,0
Omenuke Mfulu,Elche,ESP-La Liga,2021,Centrocampista / Suplente,0,0,4,0
Pablo Piatti,Elche,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,0,1,0
Paulo Gazzaniga,Elche,ESP-La Liga,2021,Portero,0,0,3,0
Pere Milla,Elche,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,4,3,6,0
Ramón Folch,Elche,ESP-La Liga,2021,Suplente,0,0,0,0
Raúl Guti,Elche,ESP-La Liga,2021,Centrocampista / Suplente,3,1,4,1
Tete Morente,Elche,ESP-La Liga,2021,Centrocampista / Suplente,2,5,5,0
Víctor Rodríguez,Elche,ESP-La Liga,2021,Centrocampista / Suplente,0,0,1,0
Youssouf Kone,Elche,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Abdoulaye Diaby,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
Ante Palaversa,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
Chema Rodríguez,Getafe,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,3,1
Damián Suárez,Getafe,ESP-La Liga,2021,Defensa / Suplente,1,0,11,1
Darío Poveda,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
David Soria,Getafe,ESP-La Liga,2021,Portero,0,0,2,0
David Timor,Getafe,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,5,1
Djené Dakonam,Getafe,ESP-La Liga,2021,Defensa / Centrocampista,0,1,6,2
Enes Ünal,Getafe,ESP-La Liga,2021,Delantero / Suplente,4,2,4,0
Erick Cabaco,Getafe,ESP-La Liga,2021,Defensa / Suplente,0,0,9,0
Etxeita,Getafe,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
Francisco Portillo,Getafe,ESP-La Liga,2021,Centrocampista / Suplente,0,1,1,0
Jaime Mata,Getafe,ESP-La Liga,2021,Delantero / Suplente,5,0,9,1
John Finn,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
José Boacho,Getafe,ESP-La Liga,2021,Suplente,0,0,1,0
Juan Camilo Hernández,Getafe,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,3,5,0
Juan Iglesias,Getafe,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,0,0,2,0
Koffi,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
Mamor Niang,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
Marc Cucurella,Getafe,ESP-La Liga,2021,Defensa / Centrocampista,3,2,8,0
Mathías Olivera,Getafe,ESP-La Liga,2021,Defensa / Suplente,0,0,6,0
Mauro Arambarri,Getafe,ESP-La Liga,2021,Centrocampista / Suplente,3,0,11,0
Nemanja Maksimovic,Getafe,ESP-La Liga,2021,Centrocampista / Suplente,1,0,5,0
Nyom,Getafe,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,2,10,1
Rubén Yáñez,Getafe,ESP-La Liga,2021,Portero,0,0,2,0
Sabit Abdulai,Getafe,ESP-La Liga,2021,Suplente,0,0,1,0
Sofian Chakla,Getafe,ESP-La Liga,2021,Defensa / Suplente,0,0,5,0
Takefusa Kubo,Getafe,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,1,2,1
Victor Mollejo,Getafe,ESP-La Liga,2021,Suplente,0,0,0,0
Ángel,Getafe,ESP-La Liga,2021,Delantero / Suplente,5,0,4,0
Aarón,Granada,ESP-La Liga,2021,Portero,0,0,1,0
Alberto Soro,Granada,ESP-La Liga,2021,Centrocampista / Suplente,1,2,1,0
Antonio Puertas,Granada,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,3,5,6,0
Carlos Neva,Granada,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Daniel Plomer,Granada,ESP-La Liga,2021,Suplente,0,0,0,0
Darwin Machís,Granada,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,4,5,1,0
Dimitri Foulquier,Granada,ESP-La Liga,2021,Defensa / Centrocampista,0,4,7,0
Domingos Duarte,Granada,ESP-La Liga,2021,Defensa / Suplente,1,0,5,1
Domingos Quina,Granada,ESP-La Liga,2021,Centrocampista / Suplente,2,0,1,0
Fede Vico,Granada,ESP-La Liga,2021,Centrocampista / Suplente,0,0,1,0
Germán Sánchez,Granada,ESP-La Liga,2021,Defensa / Suplente,3,1,11,1
Isma Ruiz,Granada,ESP-La Liga,2021,Centrocampista,0,0,0,0
Jesús Vallejo,Granada,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,2,1
Jorge Molina,Granada,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,8,2,3,0
Juan Brunet,Granada,ESP-La Liga,2021,Suplente,0,0,0,0
Kenedy,Granada,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,4,3,3,0
Kingsley Fobi,Granada,ESP-La Liga,2021,Suplente,0,0,0,0
Luis Milla,Granada,ESP-La Liga,2021,Centrocampista / Suplente,1,1,1,0
Luis Suárez,Granada,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,5,1,6,0
Maxime Gonalons,Granada,ESP-La Liga,2021,Centrocampista / Suplente,0,1,7,1
Montoro,Granada,ESP-La Liga,2021,Centrocampista / Suplente,1,1,6,0
Nehuén Pérez,Granada,ESP-La Liga,2021,Defensa / Suplente,0,0,4,0
Pepe Sanchez,Granada,ESP-La Liga,2021,Defensa,0,0,0,0
Quini,Granada,ESP-La Liga,2021,Defensa / Suplente,1,0,5,0
Ramón Azeez,Granada,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Roberto Soldado,Granada,ESP-La Liga,2021,Delantero / Suplente,9,0,6,1
Rui Silva,Granada,ESP-La Liga,2021,Portero,0,0,1,0
Sergio Barcia,Granada,ESP-La Liga,2021,Defensa,0,0,1,0
Víctor Díaz,Granada,ESP-La Liga,2021,Defensa / Suplente,0,2,3,0
Yan Eteki,Granada,ESP-La Liga,2021,Centrocampista / Suplente,0,0,4,1
Yangel Herrera,Granada,ESP-La Liga,2021,Centrocampista / Suplente,3,1,7,0
Álvaro Bravo,Granada,ESP-La Liga,2021,Suplente,0,0,0,0
Ángel Jiménez,Granada,ESP-La Liga,2021,Portero,0,0,0,0
Aitor Fernández,Levante,ESP-La Liga,2021,Portero,0,0,0,0
Alejandro Cantero,Levante,ESP-La Liga,2021,Delantero / Suplente,0,0,1,0
Carlos Clerc,Levante,ESP-La Liga,2021,Defensa / Suplente,0,3,5,0
Cheick Doukoure,Levante,ESP-La Liga,2021,Suplente,0,0,1,0
Coke,Levante,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Dani Gómez,Levante,ESP-La Liga,2021,Delantero / Suplente,2,2,3,0
Daniel Cárdenas,Levante,ESP-La Liga,2021,Portero,0,0,1,0
Edgar Sevikyan,Levante,ESP-La Liga,2021,Suplente,0,0,0,0
Enis Bardhi,Levante,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,2,4,0
Giorgi Kochorashvili,Levante,ESP-La Liga,2021,Suplente,0,0,0,0
Gonzalo Melero,Levante,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,7,1,4,0
Jorge De Frutos,Levante,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,4,9,3,0
Jorge Miramón,Levante,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,3,1,0
José Campaña,Levante,ESP-La Liga,2021,Centrocampista / Suplente,1,2,1,0
Koke,Levante,ESP-La Liga,2021,Portero,0,0,0,0
Mickaël Malsa,Levante,ESP-La Liga,2021,Centrocampista / Suplente,1,0,5,0
Morales,Levante,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,14,3,3,0
Nemanja Radoja,Levante,ESP-La Liga,2021,Centrocampista / Suplente,0,2,1,0
Nikola Vukcevic,Levante,ESP-La Liga,2021,Centrocampista / Suplente,0,0,4,0
Rober,Levante,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,1,3,1
Roger,Levante,ESP-La Liga,2021,Delantero / Suplente,12,4,4,0
Rubén Rochina,Levante,ESP-La Liga,2021,Centrocampista / Suplente,0,1,5,0
Rúben Vezo,Levante,ESP-La Liga,2021,Defensa / Suplente,1,0,7,0
Sergio León,Levante,ESP-La Liga,2021,Delantero / Suplente,2,0,0,0
Sergio Postigo,Levante,ESP-La Liga,2021,Defensa / Suplente,0,0,4,0
Son,Levante,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,3,0
Toño,Levante,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,2,2,0
Álex Blesa,Levante,ESP-La Liga,2021,Suplente,0,0,0,0
Óscar Duarte,Levante,ESP-La Liga,2021,Defensa / Suplente,1,0,2,0
Adrián,Osasuna,ESP-La Liga,2021,Delantero / Suplente,1,1,0,0
Ante Budimir,Osasuna,ESP-La Liga,2021,Delantero / Suplente,11,0,3,0
Aridane Hernández,Osasuna,ESP-La Liga,2021,Defensa,0,0,3,1
Darko Brasanac,Osasuna,ESP-La Liga,2021,Centrocampista / Suplente,2,0,4,0
David García,Osasuna,ESP-La Liga,2021,Defensa,1,0,8,0
Enric Gallego,Osasuna,ESP-La Liga,2021,Delantero / Suplente,0,2,2,0
Ezequiel Ávila,Osasuna,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,0,0,0
Facundo Roncaglia,Osasuna,ESP-La Liga,2021,Defensa / Suplente,1,1,1,1
Iñigo Pérez,Osasuna,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,2,1
Javi Martínez,Osasuna,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,1,1,0
Jon Moncayola,Osasuna,ESP-La Liga,2021,Centrocampista / Suplente,2,0,5,1
Jonathan Calleri,Osasuna,ESP-La Liga,2021,Delantero / Suplente,5,2,4,0
Jony,Osasuna,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,2,0,0
Jonás Ramalho,Osasuna,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Juan Cruz,Osasuna,ESP-La Liga,2021,Defensa / Suplente,0,0,4,0
Juan Pérez,Osasuna,ESP-La Liga,2021,Portero,0,0,0,0
Kike Barja,Osasuna,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,3,2,0
Lucas Torró,Osasuna,ESP-La Liga,2021,Centrocampista / Suplente,0,1,4,0
Marc Cardona,Osasuna,ESP-La Liga,2021,Suplente,0,0,0,0
Nacho Vidal,Osasuna,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,10,0
Oier,Osasuna,ESP-La Liga,2021,Centrocampista / Suplente,0,2,9,0
Raúl Navas,Osasuna,ESP-La Liga,2021,Defensa,0,0,0,0
Roberto Torres,Osasuna,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,7,1,0,0
Rubén García,Osasuna,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,3,5,2,0
Rubén Martínez,Osasuna,ESP-La Liga,2021,Portero,0,0,0,1
Sergio Herrera,Osasuna,ESP-La Liga,2021,Portero / Suplente,0,0,2,0
Unai García,Osasuna,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
Aissa Mandi,Real Betis,ESP-La Liga,2021,Defensa / Suplente,3,1,4,2
Aitor Ruibal,Real Betis,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,2,2,2,0
Andrés Guardado,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,1,0,4,0
Antonio Sanabria,Real Betis,ESP-La Liga,2021,Delantero / Suplente,3,0,2,0
Borja Iglesias,Real Betis,ESP-La Liga,2021,Delantero / Suplente,11,0,2,0
Claudio Bravo,Real Betis,ESP-La Liga,2021,Portero,0,0,3,0
Cristian Tello,Real Betis,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,5,3,0,1
Diego Lainez,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,0,2,5,0
Emerson,Real Betis,ESP-La Liga,2021,Defensa,1,4,9,1
Guido Rodríguez,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,1,0,10,0
Joaquín,Real Betis,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,5,2,0
Joel Robles,Real Betis,ESP-La Liga,2021,Portero,0,0,2,0
Juan Miranda,Real Betis,ESP-La Liga,2021,Defensa / Suplente,1,2,4,0
Juanmi,Real Betis,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,0,1,0
Loren Morón,Real Betis,ESP-La Liga,2021,Delantero / Suplente,1,0,2,0
Marc Bartra,Real Betis,ESP-La Liga,2021,Defensa,0,1,3,0
Martín Montoya,Real Betis,ESP-La Liga,2021,Defensa / Suplente,0,0,0,1
Nabil Fekir,Real Betis,ESP-La Liga,2021,Delantero / Centrocampista,5,5,5,1
Paul Akouokou,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,0,0,3,1
Rodrigo Sánchez,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Sergio Canales,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,8,6,4,0
Sidnei,Real Betis,ESP-La Liga,2021,Defensa / Suplente,0,0,1,0
Víctor Ruiz,Real Betis,ESP-La Liga,2021,Defensa / Suplente,2,0,9,0
William Carvalho,Real Betis,ESP-La Liga,2021,Centrocampista / Suplente,2,0,4,1
Álex Moreno,Real Betis,ESP-La Liga,2021,Defensa / Suplente,0,2,4,0
Antonio Blanco,Real Madrid,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Borja Mayoral,Real Madrid,ESP-La Liga,2021,Suplente,0,0,0,0
Casemiro,Real Madrid,ESP-La Liga,2021,Centrocampista / Suplente,6,4,9,1
Daniel Carvajal,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,0,2,5,0
Eden Hazard,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,2,0,0
Eder Militão,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,1,0,3,1
Federico Valverde,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,3,1,0,0
Ferland Mendy,Real Madrid,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,1,0,3,0
Hugo Duro,Real Madrid,ESP-La Liga,2021,Suplente,0,0,0,0
Isco,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,0,2,1,0
Karim Benzema,Real Madrid,ESP-La Liga,2021,Delantero / Suplente,23,9,2,0
Lucas Vázquez,Real Madrid,ESP-La Liga,2021,Defensa / Delantero / Centrocampista / Suplente,2,5,3,0
Luka Jovic,Real Madrid,ESP-La Liga,2021,Delantero / Suplente,0,0,0,0
Luka Modric,Real Madrid,ESP-La Liga,2021,Centrocampista / Suplente,5,3,4,0
Marcelo,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,0,2,3,0
Marco Asensio,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,5,2,1,0
Mariano,Real Madrid,ESP-La Liga,2021,Delantero / Suplente,1,0,0,0
Martin Odegaard,Real Madrid,ESP-La Liga,2021,Centrocampista / Suplente,0,0,0,0
Marvin Park,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,0,1,0,0
Miguel Gutiérrez,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,0,1,0,0
Nacho,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,1,0,8,0
Raphael Varane,Real Madrid,ESP-La Liga,2021,Defensa,2,0,2,0
Rodrygo,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,6,0,0
Sergio Arribas,Real Madrid,ESP-La Liga,2021,Suplente,0,0,1,0
Sergio Ramos,Real Madrid,ESP-La Liga,2021,Defensa,2,0,3,0
Thibaut Courtois,Real Madrid,ESP-La Liga,2021,Portero,0,0,0,0
Toni Kroos,Real Madrid,ESP-La Liga,2021,Centrocampista / Suplente,3,9,6,0
Victor Chust,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,0,0,0,0
Vinícius Júnior,Real Madrid,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,3,3,3,0
Álvaro Odriozola,Real Madrid,ESP-La Liga,2021,Defensa / Suplente,2,0,0,0
Adnan Januzaj,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,4,4,2,0
Aihen Muñoz,Real Sociedad,ESP-La Liga,2021,Defensa / Suplente,0,1,6,0
Alexander Isak,Real Sociedad,ESP-La Liga,2021,Delantero / Suplente,16,2,4,0
Ander Barrenetxea,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,3,0,7,0
Ander Guevara,Real Sociedad,ESP-La Liga,2021,Centrocampista / Suplente,1,1,5,0
Andoni Gorosabel,Real Sociedad,ESP-La Liga,2021,Defensa / Suplente,0,1,3,0
Aritz Arambarri,Real Sociedad,ESP-La Liga,2021,Suplente,0,0,0,0
Aritz Elustondo,Real Sociedad,ESP-La Liga,2021,Defensa / Suplente,1,0,5,0
Asier Illarramendi,Real Sociedad,ESP-La Liga,2021,Centrocampista,0,0,2,0
Carlos Fernández,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,1,2,5,0
David Silva,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,2,5,4,0
Diego Llorente,Real Sociedad,ESP-La Liga,2021,Defensa,0,0,0,0
Igor Zubeldia,Real Sociedad,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,1,1,5,0
Jon Bautista,Real Sociedad,ESP-La Liga,2021,Suplente,0,1,3,0
Jon Guridi,Real Sociedad,ESP-La Liga,2021,Centrocampista / Suplente,0,1,2,0
Jon Pacheco Dozagarat,Real Sociedad,ESP-La Liga,2021,Suplente,0,0,0,0
Martín Merquelanz,Real Sociedad,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,1,0,0
Martín Zubimendi,Real Sociedad,ESP-La Liga,2021,Defensa / Centrocampista / Suplente,0,0,6,0
Mikel Merino,Real Sociedad,ESP-La Liga,2021,Centrocampista / Suplente,2,4,5,0
Mikel Oyarzabal,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,11,8,1,0
Modibo Sagnan,Real Sociedad,ESP-La Liga,2021,Defensa / Suplente,0,0,3,0
Nacho Monreal,Real Sociedad,ESP-La Liga,2021,Defensa / Suplente,1,1,1,0
Portu,Real Sociedad,ESP-La Liga,2021,Delantero / Centrocampista / Suplente,8,3,3,0
Remiro,Real Sociedad,ESP-La Liga,2021,Portero,0,0,0,0
Roberto López,Real Sociedad,ESP-La Liga,2021,Centrocampista / Suplente,3,0,0,0
