date,time,home_team,score,away_team,attendance,venue,referee,match_report
2022-08-21,15:00,Clermont Foot,1–0,Nice,11500,Stade Gabriel Montpied,Thomas Léonard,https://fbref.com/en/matches/197f9381/Clermont-Foot-Nice-August-21-2022-Ligue-1
2022-08-21,20:45,Lille,1–7,Paris Saint-Germain,47526,Stade Pierre-Mauroy,Clément Turpin,https://fbref.com/en/matches/a5ba0018/Lille-Paris-Saint-Germain-August-21-2022-Ligue-1
2022-08-21,15:00,Montpellier,1–2,Auxerre,13137,Stade de la Mosson,Mathieu Vernice,https://fbref.com/en/matches/05d493df/Montpellier-Auxerre-August-21-2022-Ligue-1
2022-08-21,17:05,Rennes,2–1,Ajaccio,27592,Roazhon Park,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/9befca9a/Rennes-Ajaccio-August-21-2022-Ligue-1
2022-08-21,13:00,Strasbourg,1–1,Reims,25175,Stade de la Meinau,Ruddy Buquet,https://fbref.com/en/matches/be90ec61/Strasbourg-Reims-August-21-2022-Ligue-1
2022-08-21,15:00,Toulouse,2–2,Lorient,23862,Stadium Municipal,Gustavo Correia,https://fbref.com/en/matches/8fd476c8/Toulouse-Lorient-August-21-2022-Ligue-1
2022-08-26,21:00,Ajaccio,1–3,Lille,9070,Stade François Coty,Thomas Léonard,https://fbref.com/en/matches/d8aa49d4/Ajaccio-Lille-August-26-2022-Ligue-1
2022-08-27,17:00,Auxerre,1–0,Strasbourg,16059,Stade de l'Abbé Deschamps,Johan Hamel,https://fbref.com/en/matches/0bd45b22/Auxerre-Strasbourg-August-27-2022-Ligue-1
2022-08-27,21:00,Lens,2–1,Rennes,37848,Stade Bollaert-Delelis,Jérôme Brisard,https://fbref.com/en/matches/a46ef768/Lens-Rennes-August-27-2022-Ligue-1
2022-08-28,15:00,Brest,0–7,Montpellier,11546,Stade Francis-Le Blé,Marc Bollengier,https://fbref.com/en/matches/1c7d2241/Brest-Montpellier-August-28-2022-Ligue-1
2022-08-28,15:00,Lorient,2–1,Clermont Foot,10591,Stade du Moustoir,Willy Delajod,https://fbref.com/en/matches/04e1e416/Lorient-Clermont-Foot-August-28-2022-Ligue-1
2022-08-28,13:00,Nantes,3–1,Toulouse,26574,Stade de la Beaujoire - Louis Fonteneau,Mathieu Vernice,https://fbref.com/en/matches/211a8d64/Nantes-Toulouse-August-28-2022-Ligue-1
2022-08-28,15:00,Nice,0–3,Marseille,31418,Stade de Nice,François Letexier,https://fbref.com/en/matches/89258f8f/Nice-Marseille-August-28-2022-Ligue-1
2022-08-28,20:45,Paris Saint-Germain,1–1,Monaco,46000,Parc des Princes,Benoît Bastien,https://fbref.com/en/matches/6113a2a2/Paris-Saint-Germain-Monaco-August-28-2022-Ligue-1
2022-08-28,17:05,Reims,1–1,Lyon,14930,Stade Auguste-Delaune,Jeremy Stinat,https://fbref.com/en/matches/daa723a9/Reims-Lyon-August-28-2022-Ligue-1
2022-08-28,15:00,Troyes,3–1,Angers,6673,Stade de l'Aube,Stéphanie Frappart,https://fbref.com/en/matches/ccccf547/Troyes-Angers-August-28-2022-Ligue-1
2022-08-31,19:00,Angers,2–4,Reims,6500,Stade Raymond Kopa,Jérémie Pignard,https://fbref.com/en/matches/d94a7d75/Angers-Reims-August-31-2022-Ligue-1
2022-08-31,21:00,Lens,5–2,Lorient,37161,Stade Bollaert-Delelis,Benoît Bastien,https://fbref.com/en/matches/e81a5c4f/Lens-Lorient-August-31-2022-Ligue-1
2022-08-31,21:00,Lille,1–2,Nice,30254,Stade Pierre-Mauroy,Jeremy Stinat,https://fbref.com/en/matches/6f55425d/Lille-Nice-August-31-2022-Ligue-1
2022-08-31,19:00,Lyon,2–1,Auxerre,38609,Groupama Stadium,Pierre Gaillouste,https://fbref.com/en/matches/d4cde1d6/Lyon-Auxerre-August-31-2022-Ligue-1
2022-08-31,21:00,Marseille,1–0,Clermont Foot,62763,Orange Vélodrome,Eric Wattellier,https://fbref.com/en/matches/e703a3d2/Marseille-Clermont-Foot-August-31-2022-Ligue-1
2022-08-31,19:00,Monaco,2–4,Troyes,4045,Stade Louis II,Ruddy Buquet,https://fbref.com/en/matches/8b21a4d4/Monaco-Troyes-August-31-2022-Ligue-1
2022-08-31,19:00,Montpellier,2–0,Ajaccio,10051,Stade de la Mosson,Bastien Dechepy,https://fbref.com/en/matches/f80ee3a3/Montpellier-Ajaccio-August-31-2022-Ligue-1
2022-08-31,21:00,Rennes,3–1,Brest,27392,Roazhon Park,Benoît Millot,https://fbref.com/en/matches/b9bd2221/Rennes-Brest-August-31-2022-Ligue-1
2022-08-31,19:00,Strasbourg,1–1,Nantes,25162,Stade de la Meinau,Clément Turpin,https://fbref.com/en/matches/6a2fc46c/Strasbourg-Nantes-August-31-2022-Ligue-1
2022-08-31,21:00,Toulouse,0–3,Paris Saint-Germain,31700,Stadium Municipal,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/63fb1427/Toulouse-Paris-Saint-Germain-August-31-2022-Ligue-1
2022-09-03,17:00,Auxerre,0–2,Marseille,17025,Stade de l'Abbé Deschamps,Willy Delajod,https://fbref.com/en/matches/d9b1158b/Auxerre-Marseille-September-3-2022-Ligue-1
2022-09-03,19:00,Lyon,5–0,Angers,39586,Groupama Stadium,Thomas Léonard,https://fbref.com/en/matches/fb645562/Lyon-Angers-September-3-2022-Ligue-1
2022-09-03,21:00,Nantes,0–3,Paris Saint-Germain,34406,Stade de la Beaujoire - Louis Fonteneau,Pierre Gaillouste,https://fbref.com/en/matches/368a55f1/Nantes-Paris-Saint-Germain-September-3-2022-Ligue-1
2022-09-04,15:00,Ajaccio,0–1,Lorient,7000,Stade François Coty,Jeremy Stinat,https://fbref.com/en/matches/ae60a120/Ajaccio-Lorient-September-4-2022-Ligue-1
2022-09-04,15:00,Brest,1–1,Strasbourg,11003,Stade Francis-Le Blé,Bastien Dechepy,https://fbref.com/en/matches/a4f51170/Brest-Strasbourg-September-4-2022-Ligue-1
2022-09-04,15:00,Clermont Foot,2–0,Toulouse,10085,Stade Gabriel Montpied,François Letexier,https://fbref.com/en/matches/20d46d25/Clermont-Foot-Toulouse-September-4-2022-Ligue-1
2022-09-04,13:00,Montpellier,1–3,Lille,12215,Stade de la Mosson,Jérôme Brisard,https://fbref.com/en/matches/d61a03a9/Montpellier-Lille-September-4-2022-Ligue-1
2022-09-04,20:45,Nice,0–1,Monaco,24125,Stade de Nice,Benoît Millot,https://fbref.com/en/matches/cd865a2a/Nice-Monaco-September-4-2022-Ligue-1
2022-09-04,15:00,Reims,1–1,Lens,15761,Stade Auguste-Delaune,Eric Wattellier,https://fbref.com/en/matches/21e5d4df/Reims-Lens-September-4-2022-Ligue-1
2022-09-04,17:05,Troyes,1–1,Rennes,8000,Stade de l'Aube,Mathieu Vernice,https://fbref.com/en/matches/e174ad85/Troyes-Rennes-September-4-2022-Ligue-1
2022-09-07,19:00,Lorient,3–1,Lyon,13685,Stade du Moustoir,Bastien Dechepy,https://fbref.com/en/matches/9bb1f204/Lorient-Lyon-September-7-2022-Ligue-1
2022-09-09,21:00,Lens,1–0,Troyes,37344,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/953fed3d/Lens-Troyes-September-9-2022-Ligue-1
2022-09-10,21:00,Marseille,2–1,Lille,62985,Orange Vélodrome,Benoît Millot,https://fbref.com/en/matches/762fd170/Marseille-Lille-September-10-2022-Ligue-1
2022-09-10,17:00,Paris Saint-Germain,1–0,Brest,45000,Parc des Princes,Jérémie Pignard,https://fbref.com/en/matches/7e83ffa9/Paris-Saint-Germain-Brest-September-10-2022-Ligue-1
2022-09-11,15:00,Ajaccio,0–1,Nice,7068,Stade François Coty,Eric Wattellier,https://fbref.com/en/matches/e7c831c2/Ajaccio-Nice-September-11-2022-Ligue-1
2022-09-11,15:00,Angers,2–1,Montpellier,6165,Stade Raymond Kopa,François Letexier,https://fbref.com/en/matches/37884357/Angers-Montpellier-September-11-2022-Ligue-1
2022-09-11,15:00,Lorient,3–2,Nantes,15081,Stade du Moustoir,Johan Hamel,https://fbref.com/en/matches/782c4dff/Lorient-Nantes-September-11-2022-Ligue-1
2022-09-11,20:45,Monaco,2–1,Lyon,7000,Stade Louis II,Clément Turpin,https://fbref.com/en/matches/425472f5/Monaco-Lyon-September-11-2022-Ligue-1
2022-09-11,17:05,Rennes,5–0,Auxerre,27837,Roazhon Park,Thomas Léonard,https://fbref.com/en/matches/16d3a368/Rennes-Auxerre-September-11-2022-Ligue-1
2022-09-11,13:00,Strasbourg,0–0,Clermont Foot,25089,Stade de la Meinau,Marc Bollengier,https://fbref.com/en/matches/198f2034/Strasbourg-Clermont-Foot-September-11-2022-Ligue-1
2022-09-11,15:00,Toulouse,1–0,Reims,21315,Stadium Municipal,Stéphanie Frappart,https://fbref.com/en/matches/9f57e775/Toulouse-Reims-September-11-2022-Ligue-1
2022-09-16,21:00,Auxerre,1–3,Lorient,14866,Stade de l'Abbé Deschamps,Ruddy Buquet,https://fbref.com/en/matches/49bc23eb/Auxerre-Lorient-September-16-2022-Ligue-1
2022-09-17,21:00,Lille,2–1,Toulouse,33635,Stade Pierre-Mauroy,Pierre Gaillouste,https://fbref.com/en/matches/00795804/Lille-Toulouse-September-17-2022-Ligue-1
2022-09-17,17:00,Montpellier,2–1,Strasbourg,10780,Stade de la Mosson,Jeremy Stinat,https://fbref.com/en/matches/ea79c10f/Montpellier-Strasbourg-September-17-2022-Ligue-1
2022-09-18,15:00,Brest,0–1,Ajaccio,11153,Stade Francis-Le Blé,Stéphanie Frappart,https://fbref.com/en/matches/1051ac4c/Brest-Ajaccio-September-18-2022-Ligue-1
2022-09-18,15:00,Clermont Foot,1–3,Troyes,10753,Stade Gabriel Montpied,Jérôme Brisard,https://fbref.com/en/matches/4724678c/Clermont-Foot-Troyes-September-18-2022-Ligue-1
2022-09-18,20:45,Lyon,0–1,Paris Saint-Germain,58230,Groupama Stadium,François Letexier,https://fbref.com/en/matches/57d4d43d/Lyon-Paris-Saint-Germain-September-18-2022-Ligue-1
2022-09-18,15:00,Marseille,1–1,Rennes,62753,Orange Vélodrome,Benoît Bastien,https://fbref.com/en/matches/abf90423/Marseille-Rennes-September-18-2022-Ligue-1
2022-09-18,17:05,Nantes,0–0,Lens,28854,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,https://fbref.com/en/matches/7f6d507f/Nantes-Lens-September-18-2022-Ligue-1
2022-09-18,15:00,Nice,0–1,Angers,18545,Stade de Nice,Bastien Dechepy,https://fbref.com/en/matches/58f908b1/Nice-Angers-September-18-2022-Ligue-1
2022-09-18,13:00,Reims,0–3,Monaco,10000,Stade Auguste-Delaune,Marc Bollengier,https://fbref.com/en/matches/c6dee225/Reims-Monaco-September-18-2022-Ligue-1
2022-09-30,21:00,Angers,0–3,Marseille,19000,Stade Raymond Kopa,Johan Hamel,https://fbref.com/en/matches/3c6ebbba/Angers-Marseille-September-30-2022-Ligue-1
2022-10-01,21:00,Paris Saint-Germain,2–1,Nice,47000,Parc des Princes,Jérôme Brisard,https://fbref.com/en/matches/36ac65e1/Paris-Saint-Germain-Nice-October-1-2022-Ligue-1
2022-10-01,17:00,Strasbourg,1–3,Rennes,25226,Stade de la Meinau,Eric Wattellier,https://fbref.com/en/matches/304c5e6e/Strasbourg-Rennes-October-1-2022-Ligue-1
2022-10-02,15:00,Ajaccio,1–3,Clermont Foot,6610,Stade François Coty,Clément Turpin,https://fbref.com/en/matches/eaedf3ff/Ajaccio-Clermont-Foot-October-2-2022-Ligue-1
2022-10-02,15:00,Auxerre,1–1,Brest,14630,Stade de l'Abbé Deschamps,Florent Batta,https://fbref.com/en/matches/0992c452/Auxerre-Brest-October-2-2022-Ligue-1
2022-10-02,20:45,Lens,1–0,Lyon,36674,Stade Bollaert-Delelis,Benoît Bastien,https://fbref.com/en/matches/ea3fd79a/Lens-Lyon-October-2-2022-Ligue-1
2022-10-02,13:00,Lorient,2–1,Lille,14916,Stade du Moustoir,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/16686466/Lorient-Lille-October-2-2022-Ligue-1
2022-10-02,17:05,Monaco,4–1,Nantes,5202,Stade Louis II,Thomas Léonard,https://fbref.com/en/matches/3f3b16cf/Monaco-Nantes-October-2-2022-Ligue-1
2022-10-02,15:00,Toulouse,4–2,Montpellier,21820,Stadium Municipal,Jérémie Pignard,https://fbref.com/en/matches/b53830d8/Toulouse-Montpellier-October-2-2022-Ligue-1
2022-10-02,15:00,Troyes,2–2,Reims,10164,Stade de l'Aube,Benoît Millot,https://fbref.com/en/matches/1cbd26d0/Troyes-Reims-October-2-2022-Ligue-1
2022-10-07,21:00,Lyon,1–1,Toulouse,41295,Groupama Stadium,Ruddy Buquet,https://fbref.com/en/matches/3e063ecd/Lyon-Toulouse-October-7-2022-Ligue-1
2022-10-08,17:00,Marseille,1–2,Ajaccio,63312,Orange Vélodrome,Willy Delajod,https://fbref.com/en/matches/98ad4323/Marseille-Ajaccio-October-8-2022-Ligue-1
2022-10-08,21:00,Reims,0–0,Paris Saint-Germain,20543,Stade Auguste-Delaune,Pierre Gaillouste,https://fbref.com/en/matches/71ccb83f/Reims-Paris-Saint-Germain-October-8-2022-Ligue-1
2022-10-09,15:00,Angers,2–3,Strasbourg,8000,Stade Raymond Kopa,Clément Turpin,https://fbref.com/en/matches/bc649871/Angers-Strasbourg-October-9-2022-Ligue-1
2022-10-09,15:00,Brest,1–2,Lorient,9819,Stade Francis-Le Blé,Bastien Dechepy,https://fbref.com/en/matches/173aef86/Brest-Lorient-October-9-2022-Ligue-1
2022-10-09,15:00,Clermont Foot,2–1,Auxerre,11119,Stade Gabriel Montpied,Mathieu Vernice,https://fbref.com/en/matches/d6cfdf2e/Clermont-Foot-Auxerre-October-9-2022-Ligue-1
2022-10-09,20:45,Lille,1–0,Lens,48527,Stade Pierre-Mauroy,François Letexier,https://fbref.com/en/matches/080e6d11/Lille-Lens-October-9-2022-Ligue-1
2022-10-09,13:00,Montpellier,0–2,Monaco,13048,Stade de la Mosson,Benoît Millot,https://fbref.com/en/matches/1edc7eb2/Montpellier-Monaco-October-9-2022-Ligue-1
2022-10-09,15:00,Nice,3–2,Troyes,18053,Stade de Nice,Johan Hamel,https://fbref.com/en/matches/d77bb56e/Nice-Troyes-October-9-2022-Ligue-1
2022-10-09,17:05,Rennes,3–0,Nantes,27844,Roazhon Park,Florent Batta,https://fbref.com/en/matches/c2be4bef/Rennes-Nantes-October-9-2022-Ligue-1
2022-10-14,21:00,Strasbourg,0–3,Lille,25313,Stade de la Meinau,Jérémie Pignard,https://fbref.com/en/matches/5004b998/Strasbourg-Lille-October-14-2022-Ligue-1
2022-10-15,21:00,Lens,1–0,Montpellier,37320,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/7e2d7c1e/Lens-Montpellier-October-15-2022-Ligue-1
2022-10-15,17:00,Lorient,0–0,Reims,15776,Stade du Moustoir,Mathieu Vernice,https://fbref.com/en/matches/4fe522a8/Lorient-Reims-October-15-2022-Ligue-1
2022-10-16,15:00,Auxerre,1–1,Nice,14125,Stade de l'Abbé Deschamps,Eric Wattellier,https://fbref.com/en/matches/a9ffc8fd/Auxerre-Nice-October-16-2022-Ligue-1
2022-10-16,17:05,Monaco,1–1,Clermont Foot,4731,Stade Louis II,Ruddy Buquet,https://fbref.com/en/matches/5e7b10f8/Monaco-Clermont-Foot-October-16-2022-Ligue-1
2022-10-16,15:00,Nantes,4–1,Brest,25759,Stade de la Beaujoire - Louis Fonteneau,Marc Bollengier,https://fbref.com/en/matches/d8787f23/Nantes-Brest-October-16-2022-Ligue-1
2022-10-16,20:45,Paris Saint-Germain,1–0,Marseille,47000,Parc des Princes,Clément Turpin,https://fbref.com/en/matches/818de37e/Paris-Saint-Germain-Marseille-October-16-2022-Ligue-1
2022-10-16,15:00,Rennes,3–2,Lyon,28152,Roazhon Park,Stéphanie Frappart,https://fbref.com/en/matches/62b68f87/Rennes-Lyon-October-16-2022-Ligue-1
2022-10-16,13:00,Toulouse,3–2,Angers,21141,Stadium Municipal,Benoît Bastien,https://fbref.com/en/matches/4b81fd1f/Toulouse-Angers-October-16-2022-Ligue-1
2022-10-16,15:00,Troyes,1–1,Ajaccio,7731,Stade de l'Aube,Jérôme Brisard,https://fbref.com/en/matches/6ad88cc9/Troyes-Ajaccio-October-16-2022-Ligue-1
2022-10-21,21:00,Ajaccio,0–3,Paris Saint-Germain,10000,Stade François Coty,Johan Hamel,https://fbref.com/en/matches/492d0e7a/Ajaccio-Paris-Saint-Germain-October-21-2022-Ligue-1
2022-10-22,21:00,Marseille,0–1,Lens,56414,Orange Vélodrome,Benoît Millot,https://fbref.com/en/matches/bad2cbdd/Marseille-Lens-October-22-2022-Ligue-1
2022-10-22,17:00,Montpellier,1–2,Lyon,15339,Stade de la Mosson,Thomas Léonard,https://fbref.com/en/matches/cc602d55/Montpellier-Lyon-October-22-2022-Ligue-1
2022-10-23,13:00,Angers,1–2,Rennes,11500,Stade Raymond Kopa,Pierre Gaillouste,https://fbref.com/en/matches/c9d3fd4b/Angers-Rennes-October-23-2022-Ligue-1
2022-10-23,15:00,Clermont Foot,1–3,Brest,7275,Stade Gabriel Montpied,Jérémie Pignard,https://fbref.com/en/matches/75c3d20d/Clermont-Foot-Brest-October-23-2022-Ligue-1
2022-10-23,20:45,Lille,4–3,Monaco,35362,Stade Pierre-Mauroy,Willy Delajod,https://fbref.com/en/matches/e49e31dd/Lille-Monaco-October-23-2022-Ligue-1
2022-10-23,17:05,Nice,1–1,Nantes,20166,Stade de Nice,François Letexier,https://fbref.com/en/matches/034ab90e/Nice-Nantes-October-23-2022-Ligue-1
2022-10-23,15:00,Reims,2–1,Auxerre,11411,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/c6b10aeb/Reims-Auxerre-October-23-2022-Ligue-1
2022-10-23,15:00,Toulouse,2–2,Strasbourg,21622,Stadium Municipal,Jeremy Stinat,https://fbref.com/en/matches/ef6dff8d/Toulouse-Strasbourg-October-23-2022-Ligue-1
2022-10-23,15:00,Troyes,2–2,Lorient,10000,Stade de l'Aube,Marc Bollengier,https://fbref.com/en/matches/58eb4a20/Troyes-Lorient-October-23-2022-Ligue-1
2022-10-28,21:00,Lens,3–0,Toulouse,37488,Stade Bollaert-Delelis,Florent Batta,https://fbref.com/en/matches/95ff5e13/Lens-Toulouse-October-28-2022-Ligue-1
2022-10-29,17:00,Paris Saint-Germain,4–3,Troyes,47000,Parc des Princes,Eric Wattellier,https://fbref.com/en/matches/0706f45a/Paris-Saint-Germain-Troyes-October-29-2022-Ligue-1
2022-10-29,21:00,Strasbourg,2–2,Marseille,25687,Stade de la Meinau,Ruddy Buquet,https://fbref.com/en/matches/be8af29c/Strasbourg-Marseille-October-29-2022-Ligue-1
2022-10-30,13:00,Auxerre,1–0,Ajaccio,15092,Stade de l'Abbé Deschamps,Benoît Millot,https://fbref.com/en/matches/37f73b7b/Auxerre-Ajaccio-October-30-2022-Ligue-1
2022-10-30,15:00,Brest,0–0,Reims,11008,Stade Francis-Le Blé,Willy Delajod,https://fbref.com/en/matches/9547c75b/Brest-Reims-October-30-2022-Ligue-1
2022-10-30,17:05,Lorient,1–2,Nice,16034,Stade du Moustoir,Clément Turpin,https://fbref.com/en/matches/b3909991/Lorient-Nice-October-30-2022-Ligue-1
2022-10-30,20:45,Lyon,1–0,Lille,55790,Groupama Stadium,Jérôme Brisard,https://fbref.com/en/matches/55897a3f/Lyon-Lille-October-30-2022-Ligue-1
2022-10-30,15:00,Monaco,2–0,Angers,7069,Stade Louis II,Stéphanie Frappart,https://fbref.com/en/matches/6d8a6a22/Monaco-Angers-October-30-2022-Ligue-1
2022-10-30,15:00,Nantes,1–1,Clermont Foot,30894,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,https://fbref.com/en/matches/d73b5aa4/Nantes-Clermont-Foot-October-30-2022-Ligue-1
2022-10-30,15:00,Rennes,3–0,Montpellier,26617,Roazhon Park,Bastien Dechepy,https://fbref.com/en/matches/5a0894db/Rennes-Montpellier-October-30-2022-Ligue-1
2022-11-04,21:00,Troyes,1–1,Auxerre,12689,Stade de l'Aube,Pierre Gaillouste,https://fbref.com/en/matches/c138eba8/Troyes-Auxerre-November-4-2022-Ligue-1
2022-11-05,17:00,Ajaccio,4–2,Strasbourg,7203,Stade François Coty,Mathieu Vernice,https://fbref.com/en/matches/ce07c8bb/Ajaccio-Strasbourg-November-5-2022-Ligue-1
2022-11-05,21:00,Angers,1–2,Lens,11585,Stade Raymond Kopa,Thomas Léonard,https://fbref.com/en/matches/75388a68/Angers-Lens-November-5-2022-Ligue-1
2022-11-06,15:00,Clermont Foot,1–1,Montpellier,10990,Stade Gabriel Montpied,Marc Bollengier,https://fbref.com/en/matches/ce3a7987/Clermont-Foot-Montpellier-November-6-2022-Ligue-1
2022-11-06,17:05,Lille,1–1,Rennes,35539,Stade Pierre-Mauroy,Johan Hamel,https://fbref.com/en/matches/004b284e/Lille-Rennes-November-6-2022-Ligue-1
2022-11-06,13:00,Lorient,1–2,Paris Saint-Germain,16778,Stade du Moustoir,Benoît Bastien,https://fbref.com/en/matches/62986726/Lorient-Paris-Saint-Germain-November-6-2022-Ligue-1
2022-11-06,20:45,Marseille,1–0,Lyon,62975,Orange Vélodrome,François Letexier,https://fbref.com/en/matches/bfdebdac/Choc-des-Olympiques-Marseille-Lyon-November-6-2022-Ligue-1
2022-11-06,15:00,Nice,1–0,Brest,19035,Stade de Nice,Jeremy Stinat,https://fbref.com/en/matches/cbe2fdcb/Nice-Brest-November-6-2022-Ligue-1
2022-11-06,15:00,Reims,1–0,Nantes,11477,Stade Auguste-Delaune,Ruddy Buquet,https://fbref.com/en/matches/b3aecb40/Reims-Nantes-November-6-2022-Ligue-1
2022-11-06,15:00,Toulouse,0–2,Monaco,23005,Stadium Municipal,Benoît Millot,https://fbref.com/en/matches/4c62ed91/Toulouse-Monaco-November-6-2022-Ligue-1
2022-11-11,21:00,Lyon,1–1,Nice,57000,Groupama Stadium,Eric Wattellier,https://fbref.com/en/matches/e805986b/Lyon-Nice-November-11-2022-Ligue-1
2022-11-12,17:00,Lens,2–1,Clermont Foot,37519,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/8d98626e/Lens-Clermont-Foot-November-12-2022-Ligue-1
2022-11-12,21:00,Rennes,2–1,Toulouse,26835,Roazhon Park,Willy Delajod,https://fbref.com/en/matches/f352bc06/Rennes-Toulouse-November-12-2022-Ligue-1
2022-11-13,15:00,Brest,2–1,Troyes,10642,Stade Francis-Le Blé,Ruddy Buquet,https://fbref.com/en/matches/8067e5e7/Brest-Troyes-November-13-2022-Ligue-1
2022-11-13,15:00,Lille,1–0,Angers,36360,Stade Pierre-Mauroy,Miguel Nogueira,https://fbref.com/en/matches/6055a18c/Lille-Angers-November-13-2022-Ligue-1
2022-11-13,20:45,Monaco,2–3,Marseille,10631,Stade Louis II,Benoît Bastien,https://fbref.com/en/matches/d1097736/Monaco-Marseille-November-13-2022-Ligue-1
2022-11-13,15:00,Montpellier,1–1,Reims,11778,Stade de la Mosson,Florent Batta,https://fbref.com/en/matches/7927c5f9/Montpellier-Reims-November-13-2022-Ligue-1
