date,time,home_team,score,away_team,attendance,venue,referee,match_report
09/05,20:30,Wolfsburg,2–2,Hoffenheim,20145,Volkswagen Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/8848ad08/Wolfsburg-Hoffenheim-May-9-2025-Bundesliga
10/05,18:30,Bayern Munich,2–0,Gladbach,75000,Allianz Arena,Sven Jablonski,https://fbref.com/en/matches/ec9d955b/Bayern-Munich-Monchengladbach-May-10-2025-Bundesliga
10/05,15:30,Bochum,1–4,Mainz 05,26000,Vonovia Ruhrstadion,Tobias Stieler,https://fbref.com/en/matches/77e2bfdb/Bochum-Mainz-05-May-10-2025-Bundesliga
10/05,15:30,Holstein Kiel,1–2,Freiburg,15034,Holstein-Stadion,Robert Schröder,https://fbref.com/en/matches/54765c32/Holstein-Kiel-Freiburg-May-10-2025-Bundesliga
10/05,15:30,Union Berlin,0–3,Heidenheim,22000,Stadion An der Alten Försterei,Florian Badstübner,https://fbref.com/en/matches/93fc8379/Union-Berlin-Heidenheim-May-10-2025-Bundesliga
10/05,15:30,Werder Bremen,0–0,RB Leipzig,41000,Weserstadion,Bastian Dankert,https://fbref.com/en/matches/d240d0af/Werder-Bremen-RB-Leipzig-May-10-2025-Bundesliga
11/05,17:30,Eintracht Frankfurt,2–2,St Pauli,58000,Deutsche Bank Park,Christian Dingert,https://fbref.com/en/matches/1d23b7b3/Eintracht-Frankfurt-St-Pauli-May-11-2025-Bundesliga
11/05,15:30,Leverkusen,2–4,Dortmund,30210,BayArena,Deniz Aytekin,https://fbref.com/en/matches/fe0fd091/Leverkusen-Dortmund-May-11-2025-Bundesliga
11/05,19:30,Stuttgart,4–0,Augsburg,59000,MHPArena,Timo Gerach,https://fbref.com/en/matches/fe881f9c/Stuttgart-Augsburg-May-11-2025-Bundesliga
17/05,15:30,Augsburg,1–2,Union Berlin,30660,WWK Arena,Felix Brych,https://fbref.com/en/matches/3201dcb5/Augsburg-Union-Berlin-May-17-2025-Bundesliga
17/05,15:30,Dortmund,3–0,Holstein Kiel,81365,Signal Iduna Park,Harm Osmers,https://fbref.com/en/matches/1bb6490a/Dortmund-Holstein-Kiel-May-17-2025-Bundesliga
17/05,15:30,Freiburg,1–3,Eintracht Frankfurt,34700,Europa-Park Stadion,Benjamin Brand,https://fbref.com/en/matches/b4e069ab/Freiburg-Eintracht-Frankfurt-May-17-2025-Bundesliga
17/05,15:30,Gladbach,0–1,Wolfsburg,53048,Stadion im Borussia-Park,Sascha Stegemann,https://fbref.com/en/matches/8600012e/Monchengladbach-Wolfsburg-May-17-2025-Bundesliga
17/05,15:30,Heidenheim,1–4,Werder Bremen,15000,Voith-Arena,Tobias Welz,https://fbref.com/en/matches/6509021f/Heidenheim-Werder-Bremen-May-17-2025-Bundesliga
17/05,15:30,Hoffenheim,0–4,Bayern Munich,30150,PreZero Arena,Daniel Schlager,https://fbref.com/en/matches/0d8a2ebf/Hoffenheim-Bayern-Munich-May-17-2025-Bundesliga
17/05,15:30,Mainz 05,2–2,Leverkusen,33305,Mewa Arena,Tobias Reichel,https://fbref.com/en/matches/1e213908/Mainz-05-Leverkusen-May-17-2025-Bundesliga
17/05,15:30,RB Leipzig,2–3,Stuttgart,47800,Red Bull Arena,Daniel Siebert,https://fbref.com/en/matches/e457ba22/RB-Leipzig-Stuttgart-May-17-2025-Bundesliga
17/05,15:30,St Pauli,0–2,Bochum,29546,Millerntor-Stadion,Felix Zwayer,https://fbref.com/en/matches/f8aa5a5b/St-Pauli-Bochum-May-17-2025-Bundesliga
22/05,20:30,Heidenheim,2–2,Elversberg,15000,Voith-Arena,Sven Jablonski,https://fbref.com/en/matches/ea16299e/Heidenheim-Elversberg-May-22-2025-German-12-RelegationPromotion-play-offs
26/05,20:30,Elversberg,1–2,Heidenheim,9105,Ursapharm-Arena an der Kaiserlinde,Sascha Stegemann,https://fbref.com/en/matches/933eae7f/Elversberg-Heidenheim-May-26-2025-German-12-RelegationPromotion-play-offs
