date,time,home_team,score,away_team,attendance,venue,referee,match_report
21/09,15:30,Union Berlin,2–1,Hoffenheim,21831,Stadion An der Alten Försterei,Matthias Jöllenbeck,https://fbref.com/en/matches/204b5cf0/Union-Berlin-Hoffenheim-September-21-2024-Bundesliga
21/09,15:30,Werder Bremen,0–5,Bayern Munich,42100,Weserstadion,Bastian Dankert,https://fbref.com/en/matches/f4a4421c/Werder-Bremen-Bayern-Munich-September-21-2024-Bundesliga
22/09,15:30,Leverkusen,4–3,Wolfsburg,29250,BayArena,Sascha Stegemann,https://fbref.com/en/matches/f247334b/Leverkusen-Wolfsburg-September-22-2024-Bundesliga
22/09,19:30,St Pauli,0–0,RB Leipzig,29251,Millerntor-Stadion,Robert Hartmann,https://fbref.com/en/matches/4e23f1b6/St-Pauli-RB-Leipzig-September-22-2024-Bundesliga
22/09,17:30,Stuttgart,5–1,Dortmund,60000,MHPArena,Florian Badstübner,https://fbref.com/en/matches/ddfcf507/Stuttgart-Dortmund-September-22-2024-Bundesliga
27/09,20:30,Dortmund,4–2,Bochum,81365,Signal Iduna Park,Felix Brych,https://fbref.com/en/matches/bf284236/Dortmund-Bochum-September-27-2024-Bundesliga
28/09,18:30,Bayern Munich,1–1,Leverkusen,75000,Allianz Arena,Felix Zwayer,https://fbref.com/en/matches/ea3571c5/Bayern-Munich-Leverkusen-September-28-2024-Bundesliga
28/09,15:30,Freiburg,0–3,St Pauli,34700,Europa-Park Stadion,Timo Gerach,https://fbref.com/en/matches/c2910931/Freiburg-St-Pauli-September-28-2024-Bundesliga
28/09,15:30,Gladbach,1–0,Union Berlin,53056,Stadion im Borussia-Park,Daniel Schlager,https://fbref.com/en/matches/a1a2f716/Monchengladbach-Union-Berlin-September-28-2024-Bundesliga
28/09,15:30,Mainz 05,0–2,Heidenheim,31500,Mewa Arena,Florian Exner,https://fbref.com/en/matches/fc9efe43/Mainz-05-Heidenheim-September-28-2024-Bundesliga
28/09,15:30,RB Leipzig,4–0,Augsburg,44407,Red Bull Arena,Daniel Siebert,https://fbref.com/en/matches/98d6a4cb/RB-Leipzig-Augsburg-September-28-2024-Bundesliga
28/09,15:30,Wolfsburg,2–2,Stuttgart,27135,Volkswagen Arena,Sven Jablonski,https://fbref.com/en/matches/d72309cf/Wolfsburg-Stuttgart-September-28-2024-Bundesliga
29/09,17:30,Hoffenheim,3–4,Werder Bremen,26018,PreZero Arena,Tobias Reichel,https://fbref.com/en/matches/a0e9bb68/Hoffenheim-Werder-Bremen-September-29-2024-Bundesliga
29/09,15:30,Holstein Kiel,2–4,Eintracht Frankfurt,15034,Holstein-Stadion,Tobias Stieler,https://fbref.com/en/matches/791f7734/Holstein-Kiel-Eintracht-Frankfurt-September-29-2024-Bundesliga
04/10,20:30,Augsburg,2–1,Gladbach,30660,WWK Arena,Florian Badstübner,https://fbref.com/en/matches/dd751497/Augsburg-Monchengladbach-October-4-2024-Bundesliga
05/10,15:30,Bochum,1–3,Wolfsburg,24630,Vonovia Ruhrstadion,Max Burda,https://fbref.com/en/matches/ecd2d8d1/Bochum-Wolfsburg-October-5-2024-Bundesliga
05/10,15:30,Leverkusen,2–2,Holstein Kiel,30210,BayArena,Robert Hartmann,https://fbref.com/en/matches/cb256282/Leverkusen-Holstein-Kiel-October-5-2024-Bundesliga
05/10,18:30,St Pauli,0–3,Mainz 05,29546,Millerntor-Stadion,Christian Dingert,https://fbref.com/en/matches/48a230e5/St-Pauli-Mainz-05-October-5-2024-Bundesliga
05/10,15:30,Union Berlin,2–1,Dortmund,22012,Stadion An der Alten Försterei,Tobias Reichel,https://fbref.com/en/matches/5716e53f/Union-Berlin-Dortmund-October-5-2024-Bundesliga
05/10,15:30,Werder Bremen,0–1,Freiburg,41200,Weserstadion,Tobias Welz,https://fbref.com/en/matches/b6ae6f08/Werder-Bremen-Freiburg-October-5-2024-Bundesliga
06/10,17:30,Eintracht Frankfurt,3–3,Bayern Munich,58000,Deutsche Bank Park,Benjamin Brand,https://fbref.com/en/matches/47b6b5b9/Eintracht-Frankfurt-Bayern-Munich-October-6-2024-Bundesliga
06/10,15:30,Heidenheim,0–1,RB Leipzig,15000,Voith-Arena,Sascha Stegemann,https://fbref.com/en/matches/8f593aee/Heidenheim-RB-Leipzig-October-6-2024-Bundesliga
06/10,19:30,Stuttgart,1–1,Hoffenheim,58000,MHPArena,Harm Osmers,https://fbref.com/en/matches/122852eb/Stuttgart-Hoffenheim-October-6-2024-Bundesliga
18/10,20:30,Dortmund,2–1,St Pauli,81365,Signal Iduna Park,Matthias Jöllenbeck,https://fbref.com/en/matches/3a6031d4/Dortmund-St-Pauli-October-18-2024-Bundesliga
19/10,18:30,Bayern Munich,4–0,Stuttgart,75000,Allianz Arena,Tobias Stieler,https://fbref.com/en/matches/7562a0c2/Bayern-Munich-Stuttgart-October-19-2024-Bundesliga
19/10,15:30,Freiburg,3–1,Augsburg,33500,Europa-Park Stadion,Bastian Dankert,https://fbref.com/en/matches/19da909f/Freiburg-Augsburg-October-19-2024-Bundesliga
19/10,15:30,Gladbach,3–2,Heidenheim,50000,Stadion im Borussia-Park,Daniel Siebert,https://fbref.com/en/matches/e0c0a8fe/Monchengladbach-Heidenheim-October-19-2024-Bundesliga
19/10,15:30,Hoffenheim,3–1,Bochum,19281,PreZero Arena,Sören Storks,https://fbref.com/en/matches/70f3717a/Hoffenheim-Bochum-October-19-2024-Bundesliga
19/10,15:30,Leverkusen,2–1,Eintracht Frankfurt,30210,BayArena,Felix Brych,https://fbref.com/en/matches/1766e653/Leverkusen-Eintracht-Frankfurt-October-19-2024-Bundesliga
19/10,15:30,Mainz 05,0–2,RB Leipzig,30100,Mewa Arena,Felix Zwayer,https://fbref.com/en/matches/11e680f6/Mainz-05-RB-Leipzig-October-19-2024-Bundesliga
20/10,15:30,Holstein Kiel,0–2,Union Berlin,15034,Holstein-Stadion,Timo Gerach,https://fbref.com/en/matches/49aa197e/Holstein-Kiel-Union-Berlin-October-20-2024-Bundesliga
20/10,17:30,Wolfsburg,2–4,Werder Bremen,28917,Volkswagen Arena,Daniel Schlager,https://fbref.com/en/matches/afaee823/Wolfsburg-Werder-Bremen-October-20-2024-Bundesliga
25/10,20:30,Mainz 05,1–1,Gladbach,33000,Mewa Arena,Martin Petersen,https://fbref.com/en/matches/ad43a11c/Mainz-05-Monchengladbach-October-25-2024-Bundesliga
26/10,15:30,Augsburg,2–1,Dortmund,30660,WWK Arena,Tobias Welz,https://fbref.com/en/matches/5c672984/Augsburg-Dortmund-October-26-2024-Bundesliga
26/10,15:30,RB Leipzig,3–1,Freiburg,45908,Red Bull Arena,Sven Jablonski,https://fbref.com/en/matches/e12d2336/RB-Leipzig-Freiburg-October-26-2024-Bundesliga
26/10,15:30,St Pauli,0–0,Wolfsburg,29546,Millerntor-Stadion,Tobias Reichel,https://fbref.com/en/matches/75894bbc/St-Pauli-Wolfsburg-October-26-2024-Bundesliga
26/10,15:30,Stuttgart,2–1,Holstein Kiel,59000,MHPArena,Robert Hartmann,https://fbref.com/en/matches/1cd904a3/Stuttgart-Holstein-Kiel-October-26-2024-Bundesliga
26/10,18:30,Werder Bremen,2–2,Leverkusen,42100,Weserstadion,Florian Badstübner,https://fbref.com/en/matches/7c95858c/Werder-Bremen-Leverkusen-October-26-2024-Bundesliga
27/10,15:30,Bochum,0–5,Bayern Munich,26000,Vonovia Ruhrstadion,Florian Exner,https://fbref.com/en/matches/47698a8f/Bochum-Bayern-Munich-October-27-2024-Bundesliga
27/10,19:30,Heidenheim,0–0,Hoffenheim,15000,Voith-Arena,Christian Dingert,https://fbref.com/en/matches/fc665c18/Heidenheim-Hoffenheim-October-27-2024-Bundesliga
27/10,17:30,Union Berlin,1–1,Eintracht Frankfurt,22012,Stadion An der Alten Försterei,Harm Osmers,https://fbref.com/en/matches/90526971/Union-Berlin-Eintracht-Frankfurt-October-27-2024-Bundesliga
01/11,20:30,Leverkusen,0–0,Stuttgart,30210,BayArena,Daniel Siebert,https://fbref.com/en/matches/c803a5eb/Leverkusen-Stuttgart-November-1-2024-Bundesliga
02/11,15:30,Bayern Munich,3–0,Union Berlin,75000,Allianz Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/61af44e4/Bayern-Munich-Union-Berlin-November-2-2024-Bundesliga
02/11,18:30,Dortmund,2–1,RB Leipzig,81365,Signal Iduna Park,Tobias Stieler,https://fbref.com/en/matches/7756d7d5/Dortmund-RB-Leipzig-November-2-2024-Bundesliga
02/11,15:30,Eintracht Frankfurt,7–2,Bochum,58000,Deutsche Bank Park,Daniel Schlager,https://fbref.com/en/matches/f5fc1b23/Eintracht-Frankfurt-Bochum-November-2-2024-Bundesliga
02/11,15:30,Hoffenheim,0–2,St Pauli,26199,PreZero Arena,Sascha Stegemann,https://fbref.com/en/matches/2e0fc0d2/Hoffenheim-St-Pauli-November-2-2024-Bundesliga
02/11,15:30,Holstein Kiel,1–0,Heidenheim,14405,Holstein-Stadion,Frank Willenborg,https://fbref.com/en/matches/a51846c1/Holstein-Kiel-Heidenheim-November-2-2024-Bundesliga
02/11,15:30,Wolfsburg,1–1,Augsburg,22654,Volkswagen Arena,Felix Brych,https://fbref.com/en/matches/41c73b44/Wolfsburg-Augsburg-November-2-2024-Bundesliga
03/11,15:30,Freiburg,0–0,Mainz 05,34400,Europa-Park Stadion,Benjamin Brand,https://fbref.com/en/matches/86485b52/Freiburg-Mainz-05-November-3-2024-Bundesliga
03/11,17:30,Gladbach,4–1,Werder Bremen,54042,Stadion im Borussia-Park,Bastian Dankert,https://fbref.com/en/matches/b9ce1157/Monchengladbach-Werder-Bremen-November-3-2024-Bundesliga
08/11,20:30,Union Berlin,0–0,Freiburg,22012,Stadion An der Alten Försterei,Tobias Reichel,https://fbref.com/en/matches/05b458bf/Union-Berlin-Freiburg-November-8-2024-Bundesliga
09/11,15:30,Bochum,1–1,Leverkusen,26000,Vonovia Ruhrstadion,Robert Hartmann,https://fbref.com/en/matches/50ab5485/Bochum-Leverkusen-November-9-2024-Bundesliga
09/11,15:30,Mainz 05,3–1,Dortmund,33000,Mewa Arena,Florian Badstübner,https://fbref.com/en/matches/ff7bcb61/Mainz-05-Dortmund-November-9-2024-Bundesliga
09/11,18:30,RB Leipzig,0–0,Gladbach,46887,Red Bull Arena,Christian Dingert,https://fbref.com/en/matches/639bf27f/RB-Leipzig-Monchengladbach-November-9-2024-Bundesliga
09/11,15:30,St Pauli,0–1,Bayern Munich,29546,Millerntor-Stadion,Timo Gerach,https://fbref.com/en/matches/213e9aea/St-Pauli-Bayern-Munich-November-9-2024-Bundesliga
09/11,15:30,Werder Bremen,2–1,Holstein Kiel,42100,Weserstadion,Sören Storks,https://fbref.com/en/matches/58ac698f/Werder-Bremen-Holstein-Kiel-November-9-2024-Bundesliga
10/11,15:30,Augsburg,0–0,Hoffenheim,28300,WWK Arena,Martin Petersen,https://fbref.com/en/matches/67fa64af/Augsburg-Hoffenheim-November-10-2024-Bundesliga
10/11,19:30,Heidenheim,1–3,Wolfsburg,15000,Voith-Arena,Harm Osmers,https://fbref.com/en/matches/27da1c68/Heidenheim-Wolfsburg-November-10-2024-Bundesliga
10/11,17:30,Stuttgart,2–3,Eintracht Frankfurt,60000,MHPArena,Felix Zwayer,https://fbref.com/en/matches/2155226b/Stuttgart-Eintracht-Frankfurt-November-10-2024-Bundesliga
22/11,20:30,Bayern Munich,3–0,Augsburg,75000,Allianz Arena,Daniel Schlager,https://fbref.com/en/matches/797e3d3e/Bayern-Munich-Augsburg-November-22-2024-Bundesliga
23/11,15:30,Dortmund,4–0,Freiburg,81365,Signal Iduna Park,Felix Brych,https://fbref.com/en/matches/72699490/Dortmund-Freiburg-November-23-2024-Bundesliga
23/11,18:30,Eintracht Frankfurt,1–0,Werder Bremen,58000,Deutsche Bank Park,Florian Badstübner,https://fbref.com/en/matches/b410a6e3/Eintracht-Frankfurt-Werder-Bremen-November-23-2024-Bundesliga
23/11,15:30,Hoffenheim,4–3,RB Leipzig,28023,PreZero Arena,Frank Willenborg,https://fbref.com/en/matches/b5f40472/Hoffenheim-RB-Leipzig-November-23-2024-Bundesliga
23/11,15:30,Leverkusen,5–2,Heidenheim,29103,BayArena,Bastian Dankert,https://fbref.com/en/matches/573e0883/Leverkusen-Heidenheim-November-23-2024-Bundesliga
23/11,15:30,Stuttgart,2–0,Bochum,59000,MHPArena,Benjamin Brand,https://fbref.com/en/matches/9552b88a/Stuttgart-Bochum-November-23-2024-Bundesliga
23/11,15:30,Wolfsburg,1–0,Union Berlin,23861,Volkswagen Arena,Tobias Stieler,https://fbref.com/en/matches/16895d71/Wolfsburg-Union-Berlin-November-23-2024-Bundesliga
24/11,17:30,Gladbach,2–0,St Pauli,54042,Stadion im Borussia-Park,Robin Braun,https://fbref.com/en/matches/b0221e69/Monchengladbach-St-Pauli-November-24-2024-Bundesliga
24/11,15:30,Holstein Kiel,0–3,Mainz 05,14906,Holstein-Stadion,Sascha Stegemann,https://fbref.com/en/matches/eb577d48/Holstein-Kiel-Mainz-05-November-24-2024-Bundesliga
29/11,20:30,St Pauli,3–1,Holstein Kiel,29546,Millerntor-Stadion,Felix Zwayer,https://fbref.com/en/matches/5c8b9990/St-Pauli-Holstein-Kiel-November-29-2024-Bundesliga
30/11,15:30,Augsburg,1–0,Bochum,29556,WWK Arena,Tobias Reichel,https://fbref.com/en/matches/b1e5b315/Augsburg-Bochum-November-30-2024-Bundesliga
30/11,18:30,Dortmund,1–1,Bayern Munich,81365,Signal Iduna Park,Sven Jablonski,https://fbref.com/en/matches/77d36005/Der-Klassiker-Dortmund-Bayern-Munich-November-30-2024-Bundesliga
30/11,15:30,Freiburg,3–1,Gladbach,34700,Europa-Park Stadion,Robert Hartmann,https://fbref.com/en/matches/358ea55d/Freiburg-Monchengladbach-November-30-2024-Bundesliga
30/11,15:30,RB Leipzig,1–5,Wolfsburg,40000,Red Bull Arena,Martin Petersen,https://fbref.com/en/matches/b0c93fa3/RB-Leipzig-Wolfsburg-November-30-2024-Bundesliga
30/11,15:30,Union Berlin,1–2,Leverkusen,22012,Stadion An der Alten Försterei,Christian Dingert,https://fbref.com/en/matches/19910993/Union-Berlin-Leverkusen-November-30-2024-Bundesliga
30/11,15:30,Werder Bremen,2–2,Stuttgart,42100,Weserstadion,Harm Osmers,https://fbref.com/en/matches/61c993b3/Werder-Bremen-Stuttgart-November-30-2024-Bundesliga
01/12,17:30,Heidenheim,0–4,Eintracht Frankfurt,15000,Voith-Arena,Florian Exner,https://fbref.com/en/matches/055831dc/Heidenheim-Eintracht-Frankfurt-December-1-2024-Bundesliga
01/12,15:30,Mainz 05,2–0,Hoffenheim,30400,Mewa Arena,Daniel Siebert,https://fbref.com/en/matches/16d2485c/Mainz-05-Hoffenheim-December-1-2024-Bundesliga
06/12,20:30,Stuttgart,3–2,Union Berlin,59000,MHPArena,Tobias Welz,https://fbref.com/en/matches/41b2c9a7/Stuttgart-Union-Berlin-December-6-2024-Bundesliga
07/12,15:30,Bayern Munich,4–2,Heidenheim,75000,Allianz Arena,Sören Storks,https://fbref.com/en/matches/aff85c23/Bayern-Munich-Heidenheim-December-7-2024-Bundesliga
07/12,15:30,Bochum,0–1,Werder Bremen,26000,Vonovia Ruhrstadion,Felix Brych,https://fbref.com/en/matches/73bf4f3e/Bochum-Werder-Bremen-December-7-2024-Bundesliga
07/12,15:30,Eintracht Frankfurt,2–2,Augsburg,57000,Deutsche Bank Park,Bastian Dankert,https://fbref.com/en/matches/4442b38e/Eintracht-Frankfurt-Augsburg-December-7-2024-Bundesliga
07/12,18:30,Gladbach,1–1,Dortmund,54042,Stadion im Borussia-Park,Tobias Stieler,https://fbref.com/en/matches/975c1d76/Monchengladbach-Dortmund-December-7-2024-Bundesliga
07/12,15:30,Holstein Kiel,0–2,RB Leipzig,14715,Holstein-Stadion,Florian Badstübner,https://fbref.com/en/matches/5b484005/Holstein-Kiel-RB-Leipzig-December-7-2024-Bundesliga
07/12,15:30,Leverkusen,2–1,St Pauli,30210,BayArena,Matthias Jöllenbeck,https://fbref.com/en/matches/326bf78c/Leverkusen-St-Pauli-December-7-2024-Bundesliga
08/12,17:30,Hoffenheim,1–1,Freiburg,22027,PreZero Arena,Sven Jablonski,https://fbref.com/en/matches/3b2c1622/Hoffenheim-Freiburg-December-8-2024-Bundesliga
08/12,15:30,Wolfsburg,4–3,Mainz 05,20036,Volkswagen Arena,Timo Gerach,https://fbref.com/en/matches/4c76fa51/Wolfsburg-Mainz-05-December-8-2024-Bundesliga
13/12,20:30,Freiburg,3–2,Wolfsburg,32600,Europa-Park Stadion,Sascha Stegemann,https://fbref.com/en/matches/3142b1ac/Freiburg-Wolfsburg-December-13-2024-Bundesliga
14/12,15:30,Augsburg,0–2,Leverkusen,29310,WWK Arena,Felix Zwayer,https://fbref.com/en/matches/b2439369/Augsburg-Leverkusen-December-14-2024-Bundesliga
14/12,15:30,Gladbach,4–1,Holstein Kiel,52210,Stadion im Borussia-Park,Daniel Schlager,https://fbref.com/en/matches/9082168d/Monchengladbach-Holstein-Kiel-December-14-2024-Bundesliga
14/12,15:30,Mainz 05,2–1,Bayern Munich,33305,Mewa Arena,Frank Willenborg,https://fbref.com/en/matches/dc3aa7be/Mainz-05-Bayern-Munich-December-14-2024-Bundesliga
14/12,18:30,St Pauli,0–2,Werder Bremen,29546,Millerntor-Stadion,Robert Hartmann,https://fbref.com/en/matches/f9c6643f/St-Pauli-Werder-Bremen-December-14-2024-Bundesliga
14/12,15:30,Union Berlin,0–2,Bochum,22012,Stadion An der Alten Försterei,Martin Petersen,https://fbref.com/en/matches/171e1d37/Union-Berlin-Bochum-December-14-2024-Bundesliga
15/12,17:30,Dortmund,1–1,Hoffenheim,81365,Signal Iduna Park,Harm Osmers,https://fbref.com/en/matches/cf85934f/Dortmund-Hoffenheim-December-15-2024-Bundesliga
15/12,15:30,Heidenheim,1–3,Stuttgart,15000,Voith-Arena,Christian Dingert,https://fbref.com/en/matches/406ac14d/Heidenheim-Stuttgart-December-15-2024-Bundesliga
15/12,19:30,RB Leipzig,2–1,Eintracht Frankfurt,40193,Red Bull Arena,Benjamin Brand,https://fbref.com/en/matches/7f0b7508/RB-Leipzig-Eintracht-Frankfurt-December-15-2024-Bundesliga
20/12,20:30,Bayern Munich,5–1,RB Leipzig,75000,Allianz Arena,Daniel Siebert,https://fbref.com/en/matches/b1590970/Bayern-Munich-RB-Leipzig-December-20-2024-Bundesliga
21/12,15:30,Eintracht Frankfurt,1–3,Mainz 05,58000,Deutsche Bank Park,Florian Badstübner,https://fbref.com/en/matches/1b681fd7/Eintracht-Frankfurt-Mainz-05-December-21-2024-Bundesliga
21/12,15:30,Hoffenheim,1–2,Gladbach,28923,PreZero Arena,Bastian Dankert,https://fbref.com/en/matches/0e787c0f/Hoffenheim-Monchengladbach-December-21-2024-Bundesliga
21/12,15:30,Holstein Kiel,5–1,Augsburg,14830,Holstein-Stadion,Tobias Welz,https://fbref.com/en/matches/8d956d1f/Holstein-Kiel-Augsburg-December-21-2024-Bundesliga
21/12,18:30,Leverkusen,5–1,Freiburg,30210,BayArena,Tobias Stieler,https://fbref.com/en/matches/9d56a702/Leverkusen-Freiburg-December-21-2024-Bundesliga
21/12,15:30,Stuttgart,0–1,St Pauli,60000,MHPArena,Felix Brych,https://fbref.com/en/matches/446a9815/Stuttgart-St-Pauli-December-21-2024-Bundesliga
21/12,15:30,Werder Bremen,4–1,Union Berlin,42100,Weserstadion,Florian Exner,https://fbref.com/en/matches/3a05d86e/Werder-Bremen-Union-Berlin-December-21-2024-Bundesliga
22/12,15:30,Bochum,2–0,Heidenheim,24328,Vonovia Ruhrstadion,Sven Jablonski,https://fbref.com/en/matches/adeb37a5/Bochum-Heidenheim-December-22-2024-Bundesliga
22/12,17:30,Wolfsburg,1–3,Dortmund,28917,Volkswagen Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/6948e2d4/Wolfsburg-Dortmund-December-22-2024-Bundesliga
10/01,20:45,Dortmund,2–3,Leverkusen,81365,Signal Iduna Park,Tobias Stieler,https://fbref.com/en/matches/54ce0559/Dortmund-Leverkusen-January-10-2025-Bundesliga
11/01,15:30,Freiburg,3–2,Holstein Kiel,33700,Europa-Park Stadion,Sören Storks,https://fbref.com/en/matches/3e4b6950/Freiburg-Holstein-Kiel-January-11-2025-Bundesliga
11/01,18:30,Gladbach,0–1,Bayern Munich,54042,Stadion im Borussia-Park,Felix Zwayer,https://fbref.com/en/matches/95b5760f/Monchengladbach-Bayern-Munich-January-11-2025-Bundesliga
11/01,15:30,Heidenheim,2–0,Union Berlin,15000,Voith-Arena,Robert Hartmann,https://fbref.com/en/matches/f3b5b40c/Heidenheim-Union-Berlin-January-11-2025-Bundesliga
11/01,15:30,Hoffenheim,0–1,Wolfsburg,18114,PreZero Arena,Christian Dingert,https://fbref.com/en/matches/606b4f3d/Hoffenheim-Wolfsburg-January-11-2025-Bundesliga
11/01,15:30,Mainz 05,2–0,Bochum,32000,Mewa Arena,Benjamin Brand,https://fbref.com/en/matches/319e48db/Mainz-05-Bochum-January-11-2025-Bundesliga
11/01,15:30,St Pauli,0–1,Eintracht Frankfurt,29546,Millerntor-Stadion,Harm Osmers,https://fbref.com/en/matches/7ff87749/St-Pauli-Eintracht-Frankfurt-January-11-2025-Bundesliga
12/01,17:30,Augsburg,0–1,Stuttgart,30660,WWK Arena,Daniel Schlager,https://fbref.com/en/matches/e99a4554/Augsburg-Stuttgart-January-12-2025-Bundesliga
12/01,15:30,RB Leipzig,4–2,Werder Bremen,47187,Red Bull Arena,Tobias Reichel,https://fbref.com/en/matches/ca3024b8/RB-Leipzig-Werder-Bremen-January-12-2025-Bundesliga
